key,cycle,candidate,office,document_id,doc_name,date_submitted,pages,path,filing_class,doc_kind,c_state,c_rows,c_count_basis,c_layout,e_state,e_rows,e_count_basis,e_layout,ruled,subtotals,handwriting,redaction,stated_contrib,stated_expend,stated_source,contradiction,pages_with_detail,notes
Settterberg-Kent__145873E6,2024,"Settterberg, Kent",Surveyor,145873E6-5F7B-4060-BD13-8F4399B8F5F1,Amended 6/18/2024 report,06/19/24,8,raw/easyvote/Settterberg-Kent__145873E6.pdf,has-attachment-detail,standard-report,has-detail,32,counted,county-form,has-detail,36,counted,county-form,1,1,0,address-block-incl-city-state-zip,"$10,823.16","$9,286.68",read from Summary Page 2026-08-20 (no prior cache),0,3-8,Typed on-form; Sched A p3 15 + p4 15 + p5 2; Sched B p6 14 + p7 14 + p8 8; BOTH sides reconcile exactly (2922.64+7373.92+526.60 and 607.68+8206.74+472.26); many Schedule A rows are candidate/family LOANS prefixed '(LOAN)'; amendment box checked Yes dated 2024-06-19; MISLABEL - cover titled '2020 Financial Disclosure Report'
Snelgrove-Richard__CE0A4B74,2024,"Snelgrove, Richard",Recorder,CE0A4B74-1E0C-4AC1-AD78-53B72ACA2497,Final Financial Disclosure,02/03/25,2,raw/easyvote/Snelgrove-Richard__CE0A4B74.pdf,no-schedule-page,standard-report,no-schedule-page,,,,no-schedule-page,,,,0,0,1,none,0.00,"3,261.09",read from Summary Page 2026-08-20 (no prior cache),1,,Two-page Final/Dissolution filing (cover + Summary only) on the standard 2024 report form with the FINAL/DISSOLUTION box checked - NOT a separate one-page dissolution notice so I classify it standard-report; CONTRADICTION - Summary line 2 Column A states 3261.09 of expenditures this period and line 6 repeats it but the document contains NO Schedule B page at all; the contribution side is a consistent 0.00; handwritten
Snelgrove-Richard__C8297A1D,2024,"Snelgrove, Richard",Recorder,C8297A1D-27E3-4F04-9833-84275AB0DB86,Year-End Report 2024,02/03/25,4,raw/easyvote/Snelgrove-Richard__C8297A1D.pdf,has-attachment-detail,standard-report,empty-schedule,0,counted,,has-detail,9,counted,county-form,1,1,1,none,0.00,"3,261.09",read from Summary Page 2026-08-20 (no prior cache),0,4,the whole filing is handwritten; Schedule A p3 exists and is blank with handwritten subtotal 0.00 and total 0.00 - a real zero consistent with the stated 0.00; Schedule B p4 carries 9 handwritten rows that sum to exactly the printed subtotal 3261.09; Column B aggregates are hard to read - contributions aggregate reads 22526.50 and the expenditure aggregate is either 22526 or 23526; no donor addresses printed so nothing is redacted on the itemized rows
Snelgrove-Richard__6E6A2ED3,2024,"Snelgrove, Richard",Recorder,6E6A2ED3-770E-4E5C-A3E2-7479992A7FBD,April 5,04/03/24,3,raw/easyvote/Snelgrove-Richard__6E6A2ED3.pdf,has-attachment-detail,standard-report,has-detail,1,counted,county-form,no-schedule-page,,,,1,1,1,address-only,26.00,0.00,read from Summary Page 2026-08-20 (no prior cache),0,3,3-page filing - cover + Summary + Schedule A only; there is NO Schedule B page anywhere in the document and Summary line 2 reads 0.00 so this is NOT a contradiction; entirely HANDWRITTEN including the figures; the single contribution is a self-contribution; clerk RECEIVED stamp APR 03 2024 on the cover
Snelgrove-Richard__C9C63D4E,2024,"Snelgrove, Richard",Recorder,C9C63D4E-04D9-43EB-9F9F-ACC18BFCC875,June 18,06/14/24,2,raw/easyvote/Snelgrove-Richard__C9C63D4E.pdf,no-schedule-page,standard-report,no-schedule-page,,,,no-schedule-page,,,,0,0,1,address-only,0.00,0.00,read from Summary Page 2026-08-20 (no prior cache),0,,CALIBRATION(lead agent); a 2-page filing - cover plus Summary Page only; no Schedule A or B page exists in the document; Column A 0.00/0.00 with Column B aggregate 26.00 contributions; honest non-existence consistent with a zero period
Snelgrove-Richard__29666B95,2024,"Snelgrove, Richard",Recorder,29666B95-D94E-4973-B8AA-3FCAE4B35629,September 16,09/13/24,4,raw/easyvote/Snelgrove-Richard__29666B95.pdf,has-attachment-detail,standard-report,has-detail,3,counted,county-form,has-detail,6,counted,county-form,1,1,1,address-only-incl-city-state-zip,"4,600.00","2,028.00",read from Summary Page 2026-08-20 (no prior cache),0,3-4,wholly handwritten including the Summary figures; 2024 form; September 16 interim; clerk RECEIVED IN OFFICE stamp SEP 13 2024; subtotals match the stated totals
Snelgrove-Richard__C87FD77A,2024,"Snelgrove, Richard",Recorder,C87FD77A-2FC8-4131-8900-341615F7728D,October 29,10/29/24,4,raw/easyvote/Snelgrove-Richard__C87FD77A.pdf,has-attachment-detail,standard-report,has-detail,3,counted,county-form,has-detail,10,counted,county-form,1,1,1,address-block-incl-city-state-zip,"17,900.00","17,236.91",read from Summary Page 2026-08-20 (no prior cache),0,3-4,Handwritten on-form; Sched A 3 rows (subtotal 17900.00 reconciles to the Summary); Sched B 10 rows subtotal 17236.91 - my read of the ten handwritten amounts sums to about 17236.64 so one cent-field is likely misread by me; the rows themselves are legible; 2024-vintage form
Snelgrove-Richard__774CD1F3,2024,"Snelgrove, Richard ",County Council,774CD1F3-B854-43E3-8E09-14269EA4A134,January 31- Amendment,04/03/24,3,raw/easyvote/Snelgrove-Richard__774CD1F3.pdf,has-attachment-detail,standard-report,no-schedule-page,,,,has-detail,3,counted,county-form,1,1,1,none,0.00,"1,051.97",read from Summary Page 2026-08-20 (no prior cache),0,3,3-page filing on the 2024 form: p1 cover + p2 Summary + p3 Schedule B; there is NO Schedule A page at all and Summary line 1 Column A is 0.00 so no contradiction (Column B aggregate is 1;077.27); entirely handwritten; marked year-end AND an amendment dated 4-3-24; clerk RECEIVED stamp APR 03 2024 on the cover; INTERNAL DISCREPANCY: Summary line 2 Column A is written as 1;051.97 while the Schedule B page's SUBTOTAL and TOTAL both read 1;077.97 and Balance Summary line 6 also reads 1;077.97 - the three Schedule B rows sum to 1077.97 so line 2 appears to be the filer's slip; recorded verbatim as written.
Srivastava-Sheila__DCD5832D,2024,"Srivastava, Sheila",Treasurer,DCD5832D-9BD1-4692-930D-E679E6834C2F,2024 Year End Srivastava,01/31/25,4,raw/easyvote/Srivastava-Sheila__DCD5832D.pdf,has-attachment-detail,standard-report,has-detail,17,counted,county-form,has-detail,26,counted,county-form,1,1,0,address-only,"$3,371.72","$7,626.91",read from Summary Page 2026-08-20 (no prior cache),0,3-4,Year-end report; the Schedule A and Schedule B page headers are dated 10/28/2024 while the Summary Page reports 01/31/25 - a stale header carried over from the prior filing; Schedule A's FIRST grid line is a blank-name $0.00 placeholder and is NOT counted as a donor row (17 real rows follow and re-add exactly to $3371.72); Schedule B TOTAL $7626.91 as printed; same filer-regenerated county-grid form as this candidate's other filing; cover is the 2020 form vintage
Srivastava-Sheila__FAC06FF9,2024,"Srivastava, Sheila",Treasurer,FAC06FF9-8EF0-4561-A86B-0A113A9D9CA9,04-05-2024 Interim Report,04/05/24,12,raw/easyvote/Srivastava-Sheila__FAC06FF9.pdf,has-attachment-detail,standard-report,has-detail,93,counted,county-form,has-detail,30,counted,county-form,1,1,0,address-only,"$10,513.15","$15,963.90",read from Summary Page 2026-08-20 (no prior cache),0,3-12,"SchedA p3-9 (15 rows/page except p9=3) SchedB p10-12 (14/14/2); printed SchedA TOTAL $10413.15 and SchedB TOTAL $15863.90 are each exactly $100.00 below the Summary Column A figure - the $100.00 League of Women Voters In-Kind entry appears on both schedules but is excluded from the page subtotals; filed on the older ""2020"" form stock"
Srivastava-Sheila__9E479F20,2024,"Srivastava, Sheila",Treasurer,9E479F20-1C52-4832-BE74-C15A3D9C197F,06-18-2024 Primary Disclosure Sheila Srivastava,06/18/24,10,raw/easyvote/Srivastava-Sheila__9E479F20.pdf,has-attachment-detail,standard-report,has-detail,124,counted,attach-date-name-address-occupation-amount,has-detail,34,counted,attach-date-recipient-purpose-amount,1,1,0,address-only; a black bar runs the full height of the mailing-address column on every Schedule A page so donor city/state/zip do NOT survive; Schedule B is unredacted,"$20,519.80","$14,186.77",read from Summary Page 2026-08-20 (no prior cache),0,3-10,the schedules are filer-generated replicas of the county grid - same column set but headed Candidate / Sheila Srivastava / 06/18/2024 and footed Page N of 7 rather than the county page box; Schedule A runs p3-p9 with 16/21/21/21/21/19/5 rows (p4 and p8 re-rendered and counted at full resolution); it closes with TOTAL CONTRIBUTIONS $19344.80 plus IN-KIND CONTRIBUTIONS $1175.00 = TOTAL CONTRIBUTIONS RECEIVED $20519.80 matching Summary line 1; Schedule B on p10 holds 34 rows and closes TOTAL EXPENDITURES $13011.77 plus IN-KIND $1175.00 = $14186.77 matching line 2; form header reads 2020 Financial Disclosure Report
Srivastava-Sheila__AE1CC4A9,2024,"Srivastava, Sheila",Treasurer,AE1CC4A9-0772-418D-817B-08D5FACCD7DE,sheila@electsheila.com,09/16/24,8,raw/easyvote/Srivastava-Sheila__AE1CC4A9.pdf,has-attachment-detail,standard-report,has-detail,85,counted,county-form,has-detail,39,counted,county-form,1,1,0,address-only,"$15,040.00","$4,639.57",read from Summary Page 2026-08-20 (no prior cache),0,3-8,"MISLABEL - the EasyVote doc_name is an email address ""sheila@electsheila.com""; the document is a September 15 interim report dated 09/16/24; the schedules are filer-REGENERATED copies of the county Schedule A/B grid (same column set and titles) but carry a ""Candidate / Sheila Srivastava / 09/16/2024"" header and their own ""Page N of 4"" / ""Page N of 2"" footers instead of the county page box; Schedule A p3-p6 = 20 + 24 + 24 + 17 rows with a Total Contributions line of $15040.00; Schedule B p7-p8 = 33 + 6 rows with Total Expenditures $4639.57; both equal Summary Column A exactly; Schedule B has no address column so no redaction there; cover is the 2020 form vintage"
Srivastava-Sheila__98C611AF,2024,"Srivastava, Sheila",Treasurer,98C611AF-11A4-46BE-9E0F-8FE8FFD0BD97,7 day report 10-29-2024 Sheila Srivastava,10/29/24,7,raw/easyvote/Srivastava-Sheila__98C611AF.pdf,has-attachment-detail,standard-report,has-detail,60,counted,county-form-recreated,has-detail,54,counted,county-form-recreated,1,1,0,address-only; Complete Mailing Address blacked; no separate city column so donor city does NOT survive,"$13,481.54","$37,414.78",read from Summary Page 2026-08-20 (no prior cache),0,3-7,the Schedule A/B pages are the filer's own re-creation of the county grid (identical column set; own Candidate/name/date header block and Page 1 of 3 / Page 1 of 2 footers) rather than the county's printed page - different geometry from true county-form; Schedule A spans p3-p5 with Total Contributions $13 481.54; Schedule B spans p6-p7 with TOTAL 37 414.78; both reconcile exactly
Stavros-Christopher__D82F0DE4,2024,"Stavros, Christopher",Assessor,D82F0DE4-1048-4D25-8E9F-47D66B44FC71,Chris Stavros 2023,01/06/24,2,raw/easyvote/Stavros-Christopher__D82F0DE4.pdf,no-schedule-page,standard-report,no-schedule-page,,,,no-schedule-page,,,,,,,,$0.00,$0.00,read from Summary Page 2026-08-20 (no prior cache),0,,Two-page filing - cover plus Summary Page only; NO Schedule A or Schedule B page exists; year-end report dated 01/06/24; all Summary figures $0.00 (balance $2828.39 carried in and out) so the absent schedules are consistent - no contradiction; cover is the 2020 form vintage
Stringham-Laurie__4AAB9188,2024,"Stringham, Laurie",County Council,4AAB9188-9EEA-4E7B-A1E4-C403BEBDC4FC,Year-End Financial Disclosure Report 2024,01/31/25,7,raw/easyvote/Stringham-Laurie__4AAB9188.pdf,has-attachment-detail,standard-report,empty-schedule,0,counted,county-form,has-detail,2,counted,county-form,1,1,1,none,0,882.47,read from Summary Page 2026-08-20 (no prior cache),0,4,Year-end report signed January 31 2025; Sch A p3 is a genuinely empty grid with SUBTOTAL and TOTAL both written 0 - a real zero matching the stated 0; Sch B p4 carries TWO HANDWRITTEN rows (both 'Laurie Stringham / Loan repayment') summing 54.50+827.97 = 882.47 = stated; blank Other-Campaign-Accounts block p5-p7 with zeros written in
Theodore-Dea__22D3401A,2024,"Theodore, Dea",County Council,22D3401A-A1BE-4815-9A76-05632AACACBB,Year-End Report,01/30/24,4,raw/easyvote/Theodore-Dea__22D3401A.pdf,empty-schedule,standard-report,empty-schedule,0,counted,,empty-schedule,0,counted,,1,1,1,none,$0,$0,read from Summary Page 2026-08-20 (no prior cache),0,,Handwritten; p3 SchedA and p4 SchedB are the county grids present but entirely blank with a struck-zero glyph on the TOTAL line; Summary Column A lines 1 and 2 are both the same struck-zero glyph (confirmed at 200dpi crop) so this is a real zero-activity period; Column B aggregates are non-zero ($13263.79 contrib / $12776.99 expend) which is the cycle total not this period - NOT a contradiction
Valdemoros-Ana__C940EF2C,2024,"Valdemoros, Ana",County Council,C940EF2C-A62D-4611-9CC3-1F60A3BFC638,Midterm Vacancy,06/03/25,3,raw/easyvote/Valdemoros-Ana__C940EF2C.pdf,has-attachment-detail,standard-report,has-detail,1,counted,county-form,no-schedule-page,,,,1,1,0,address-only,"$5,000.00",$0.00,read from Summary Page 2026-08-20 (no prior cache),0,3,3-page Midterm Vacancy filing on the newer form (report-type box reads Period ending March 31 / September 10 / Midterm Vacancy); the single contribution row is a candidate loan; the document contains NO Schedule B page at all and the stated expenditure total is $0.00 so this is an honest no-schedule-page not a contradiction
Wike-Lori__CB99127B,2024,"Wike, Lori",County Council,CB99127B-D65E-44CA-A975-1596109B895B,LoriWikeFinancialDisclosure,06/05/25,4,raw/easyvote/Wike-Lori__CB99127B.pdf,has-attachment-detail,standard-report,has-detail,2,counted,county-form,has-detail,1,counted,county-form,1,1,0,address-only,$650.00,$380.39,read from Summary Page 2026-08-20 (no prior cache),0,3-4,Midterm Vacancy report; report date 06/05/25 though filed in the 2024 cycle; both schedule subtotals tie EXACTLY to the stated totals; one of the two contributions is a candidate loan
Wike-Lori__5C520C81,2024,"Wike, Lori",County Council,5C520C81-32FB-4E99-BF35-0ADBD0642A1D,LoriWikeFinancialDisclosure,12/31/25,2,raw/easyvote/Wike-Lori__5C520C81.pdf,no-schedule-page,standard-report,no-schedule-page,,,,no-schedule-page,,,,0,0,0,none,$0.00,$0.00,read from Summary Page 2026-08-20 (no prior cache),0,,Two-page filing - cover + Summary only; Column A both $0.00 (Column B aggregates $800.00 / $380.39) so the absent schedules are consistent; CYCLE MISMATCH - batch CSV says 2024 but the document is dated 12/31/25 and is printed on the newer form family (Period ending March 31 / Period ending September 10 / Midterm Vacancy checkboxes); flagged not re-labeled
Williams-Bruce__3A332B44,2024,"Williams, Bruce",Surveyor,3A332B44-2965-436C-9A0A-EC4D49F3FC23,April 5,04/05/24,4,raw/easyvote/Williams-Bruce__3A332B44.pdf,has-attachment-detail,standard-report,has-detail,12,counted,county-form,has-detail,12,counted,county-form,1,1,0,address-only,4181.66,3289.79,read from Summary Page 2026-08-20 (no prior cache),0,3-4,p3 SchedA 12 rows (with one blank spacer row mid-table) subtotal 4181.66 exactly matching Summary; p4 SchedB 12 rows subtotal 3289.79 exactly matching Summary; rows are typed in a large font but TWO occupation cells are filled in cursive HANDWRITING (Pattern Maker) - handwriting flag left 0 because the data lines themselves are typed; address bar hides city/state
Williams-Bruce__AEE3826B,2024,"Williams, Bruce",Surveyor,AEE3826B-4AD1-4B12-9653-B376EAB3F091,June 18,06/19/24,4,raw/easyvote/Williams-Bruce__AEE3826B.pdf,has-attachment-detail,standard-report,has-detail,10,counted,county-form,has-detail,13,counted,county-form,1,1,1,address-only; the Complete Mailing Address cells are blacked on every populated Schedule A row so city/state do not survive,1816.65,2393.63,read from Summary Page 2026-08-20 (no prior cache),0,3-4,entries are hand-printed onto the county grid; both subtotals reconcile exactly ($1816.65 and $2393.63) to the Summary Column A figures; two contributors are recorded as Anonymous; the last Schedule A row is a $716.65 candidate Loan to Campaign from Bruce Williams; Summary Column B is left blank
