date,body,body_slug,motion_no,motion,result,tally,yes,no,mover,seconder,names_recorded,source
2021-03-23,Snyderville Basin Planning Commission,snyderville_basin_pc,2,approve the minutes as written,Pass,(5-0),5,0,Dickey,Carmichael,false,land_use/minutes/2021/2021-03-23_snyderville_basin_pc.md
2021-03-23,Snyderville Basin Planning Commission,snyderville_basin_pc,3,"approve the Lot 10 Cedar Draw Estates, plat amendment with a change to Findings of Fact #11",Pass,(5-0),5,0,Dickey,,false,land_use/minutes/2021/2021-03-23_snyderville_basin_pc.md
2021-03-23,Snyderville Basin Planning Commission,snyderville_basin_pc,4,forward a positive recommendation to the County Council for the attached language creating regulations for accessory buildings and structures in the Snyderville Basin,Pass,(5-0),5,0,Dickey,Kucera,false,land_use/minutes/2021/2021-03-23_snyderville_basin_pc.md
2021-04-01,Eastern Summit County Planning Commission,eastern_summit_pc,1,"approve the Plat Amendment according to the Findings of Fact, Conclusions of Law, and Conditions of Approval in the Staff Report",Pass,(5-0),5,0,Peterson,Clyde,false,land_use/minutes/2021/2021-04-01_eastern_summit_pc.md
2021-04-01,Eastern Summit County Planning Commission,eastern_summit_pc,2,"forward a positive recommendation to the Summit County Council to approve the proposed amendments to the Eastern Summit County Development Code Campground Ordinances with the following changes: On submittal requirements 1-D say “utility provider” rather than a “District,” F “Stormwater must be managed to control erosion and not divert the flow to other properties,” G remove the word “recycling,” Setbacks A “Setbacks around the exterior boundary of the project shall be fifty feet (50’), 3 “Trash receptacles need to be wildlife-proof,” 6 “Density will not exceed twelve spaces per gross acre,” Exemption 1 “Intermittent occupation” to be change to “fourteen of thirty days during a six-month period,” 2 “A total of six vehicles for one event annually,” “Parking for two spaces p",Pass,(6-0),6,0,Clyde,Sonntag,false,land_use/minutes/2021/2021-04-01_eastern_summit_pc.md
2021-04-01,Eastern Summit County Planning Commission,eastern_summit_pc,3,"approve the Minutes for December 17, 2020 as written",Pass,(5-0),5,0,Sonntag,Benson,true,land_use/minutes/2021/2021-04-01_eastern_summit_pc.md
2021-04-01,Eastern Summit County Planning Commission,eastern_summit_pc,4,"approve the Minutes for January 7, 2021 as written, with the reference to Mr",Pass,(5-0),5,0,Sonntag,Wheaton,true,land_use/minutes/2021/2021-04-01_eastern_summit_pc.md
2021-04-01,Eastern Summit County Planning Commission,eastern_summit_pc,5,adjourn the meeting,Pass,(6-0),6,0,Clyde,,false,land_use/minutes/2021/2021-04-01_eastern_summit_pc.md
2021-04-15,Eastern Summit County Planning Commission,eastern_summit_pc,1,"approve the Eastern Summit Planning Commission Minutes for January 21, 2021, with suggested changes",Pass,(5-0),5,0,Sonntag,Clyde,true,land_use/minutes/2021/2021-04-15_eastern_summit_pc.md
2021-04-15,Eastern Summit County Planning Commission,eastern_summit_pc,2,adjourn the meeting,Pass,(7-0),7,0,Wheaton,,false,land_use/minutes/2021/2021-04-15_eastern_summit_pc.md
2021-05-06,Eastern Summit County Planning Commission,eastern_summit_pc,1,"approve the Woodland Drinking Water Storage Tank Conditional Use Permit according to the Findings of Fact, Conclusions of Law, and Conditions of Approval in the Staff Report",Pass,(5-0),5,0,Benson,Clyde,false,land_use/minutes/2021/2021-05-06_eastern_summit_pc.md
2021-05-06,Eastern Summit County Planning Commission,eastern_summit_pc,2,"forward a positive recommendation to the Community Development Director for the Marathon Pipeline Above Ground Crude Oil Storage Tank Low Impact Permit according to the Findings of Fact, Conclusions of Law, and Conditions of Approval in the Staff Report",Pass,(6-0),6,0,Sonntag,Wheaton,false,land_use/minutes/2021/2021-05-06_eastern_summit_pc.md
2021-05-06,Eastern Summit County Planning Commission,eastern_summit_pc,3,adjourn the meeting,Pass,(6-0),6,0,Wilde,,false,land_use/minutes/2021/2021-05-06_eastern_summit_pc.md
2021-08-05,Eastern Summit County Planning Commission,eastern_summit_pc,1,"forward a positive recommendation to the Community Development Director for the Low Impact Permit once the availability of water and fuel have been confirmed, with the Condition that there be no on-site fuel storage",Pass,(5-1),5,1,Sonntag,Benson,true,land_use/minutes/2021/2021-08-05_eastern_summit_pc.md
2021-08-05,Eastern Summit County Planning Commission,eastern_summit_pc,2,"Continue this application to September 2, 2021, a date certain, or the next available meeting",Pass,(6-0),6,0,Clyde,Sonntag,false,land_use/minutes/2021/2021-08-05_eastern_summit_pc.md
2021-08-05,Eastern Summit County Planning Commission,eastern_summit_pc,3,"Continue this application to September 2, 2021, a date certain, or the next available meeting",Pass,(6-0),6,0,Sonntag,Clyde,false,land_use/minutes/2021/2021-08-05_eastern_summit_pc.md
2021-08-05,Eastern Summit County Planning Commission,eastern_summit_pc,4,"approve the Boerboom Contractor’s Yard according to the Findings of Fact, Conclusions of Law, and Conditions of Approval found in the Staff Report, with the additional clarification in the Conditions of Approval that only materials of non-organic matter be stored on site",Pass,(6-0),6,0,Sargent,Sonntag,false,land_use/minutes/2021/2021-08-05_eastern_summit_pc.md
2021-08-05,Eastern Summit County Planning Commission,eastern_summit_pc,5,"forward a positive recommendation to the County Council for the amendment to Chapter 11-4-12 Master Planned Developments, with the change that a landowner or applicant may request a Development Agreement",Pass,(6-0),6,0,Sonntag,Wheaton,false,land_use/minutes/2021/2021-08-05_eastern_summit_pc.md
2021-08-05,Eastern Summit County Planning Commission,eastern_summit_pc,6,adjourn the meeting,Pass,(6-0),6,0,Wheaton,,false,land_use/minutes/2021/2021-08-05_eastern_summit_pc.md
2021-08-19,Eastern Summit County Planning Commission,eastern_summit_pc,1,"approve the proposed Plat Amendment according to the Findings of Fact, Conclusions of Law, and Conditions of Approval found in the Staff Report",Pass,(5-0),5,0,Sonntag,Benson,false,land_use/minutes/2021/2021-08-19_eastern_summit_pc.md
2021-08-19,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve the Plat Amendment according to the Findings of Fact, Conclusions of Law, and Conditions of Approval found in the Staff Report",Pass,(5-0),5,0,Clyde,Sargent,false,land_use/minutes/2021/2021-08-19_eastern_summit_pc.md
2021-08-19,Eastern Summit County Planning Commission,eastern_summit_pc,3,"approve the Conditional Use Permit for the Public Works building according to the Findings of Fact, Conclusions of Law, and Conditions of Approval found in the Staff Report, with the additional Condition that a six-foot pre- cast concrete fence with texture and similar color to the surrounding buildings be erected along the southwestern property line",Pass,(5-0),5,0,Sonntag,Benson,false,land_use/minutes/2021/2021-08-19_eastern_summit_pc.md
2021-08-19,Eastern Summit County Planning Commission,eastern_summit_pc,4,adjourn the meeting,Pass,(5-0),5,0,Clyde,,false,land_use/minutes/2021/2021-08-19_eastern_summit_pc.md
2021-09-16,Eastern Summit County Planning Commission,eastern_summit_pc,1,"approve the proposed Plat Amendment according to the Findings of Fact, Conclusions of Law, and Conditions of Approval found in the Staff Report",Pass,(5-0),5,0,Sonntag,Benson,false,land_use/minutes/2021/2021-09-16_eastern_summit_pc.md
2021-09-16,Eastern Summit County Planning Commission,eastern_summit_pc,2,table this item for further discussion to the October meeting,Pass,(5-0),5,0,Sonntag,Peterson,false,land_use/minutes/2021/2021-09-16_eastern_summit_pc.md
2021-09-16,Eastern Summit County Planning Commission,eastern_summit_pc,3,adjourn the meeting,Pass,(5-0),5,0,Wilde,,false,land_use/minutes/2021/2021-09-16_eastern_summit_pc.md
2021-10-07,Eastern Summit County Planning Commission,eastern_summit_pc,1,continue the proposed Conditional Use Permit to the next available meeting,Pass,(5-0),5,0,Sonntag,Benson,false,land_use/minutes/2021/2021-10-07_eastern_summit_pc.md
2021-10-07,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve the Green Hill Subdivision Plat Amendment according to the Findings of Fact, Conclusions of Law, and Conditions of Approval found in the Staff Report",Pass,(5-0),5,0,Clyde,Wheaton,false,land_use/minutes/2021/2021-10-07_eastern_summit_pc.md
2021-10-07,Eastern Summit County Planning Commission,eastern_summit_pc,3,"approve the February 18, 2021 minutes of the Eastern Summit County Planning Commission, as written",Pass,(5-0),5,0,Wheaton,Clyde,false,land_use/minutes/2021/2021-10-07_eastern_summit_pc.md
2021-10-07,Eastern Summit County Planning Commission,eastern_summit_pc,4,adjourn the meeting,Pass,(5-0),5,0,Clyde,,false,land_use/minutes/2021/2021-10-07_eastern_summit_pc.md
2021-11-04,Eastern Summit County Planning Commission,eastern_summit_pc,1,recommend that the Planning Commission accept the report and recommend to the County Council Approval of the 2021 Moderate Income Housing Plan/Report as required by Utah Code 17-27a-403,Pass,(7-0),7,0,Sonntag,Peterson,false,land_use/minutes/2021/2021-11-04_eastern_summit_pc.md
2021-11-04,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve the May 6, 2021 minutes of the Eastern Summit County Planning Commission with changes made",Pass,(6-0),6,0,Sonntag,Clyde,true,land_use/minutes/2021/2021-11-04_eastern_summit_pc.md
2021-11-04,Eastern Summit County Planning Commission,eastern_summit_pc,3,adjourn the meeting,Pass,(7-0),7,0,Sonntag,,false,land_use/minutes/2021/2021-11-04_eastern_summit_pc.md
2021-12-02,Eastern Summit County Planning Commission,eastern_summit_pc,1,"approve the minutes for the March 4, 2021 Eastern Summit County Planning Commission, with changes made",Pass,(5-0),5,0,Sonntag,Peterson,false,land_use/minutes/2021/2021-12-02_eastern_summit_pc.md
2021-12-02,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve the minutes for the March 18, 2021 Eastern Summit County Planning Commission, as written",Pass,(5-0),5,0,Sonntag,Wheaton,false,land_use/minutes/2021/2021-12-02_eastern_summit_pc.md
2021-12-02,Eastern Summit County Planning Commission,eastern_summit_pc,3,"approve the minutes for the April 1, 2021 Eastern Summit County Planning Commission, as written",Pass,(5-0),5,0,Sonntag,Wheaton,false,land_use/minutes/2021/2021-12-02_eastern_summit_pc.md
2021-12-02,Eastern Summit County Planning Commission,eastern_summit_pc,4,"approve the minutes for the April 15, 2021 Eastern Summit County Planning Commission, as written",Pass,(5-0),5,0,Sonntag,Wheaton,false,land_use/minutes/2021/2021-12-02_eastern_summit_pc.md
2021-12-02,Eastern Summit County Planning Commission,eastern_summit_pc,5,"approve the Palisades Lot 18 Plat Amendment as presented according to the Findings of Fact, Conclusions of Law, and Conditions of Approval found in the Staff Report",Pass,(5-0),5,0,Sargent,Sonntag,false,land_use/minutes/2021/2021-12-02_eastern_summit_pc.md
2021-12-02,Eastern Summit County Planning Commission,eastern_summit_pc,6,"approve the Conditional Use Permit as described according to the Findings of Fact, Conclusions of Law, and Conditions of Approval found in the Staff Report",Pass,(5-0),5,0,Sonntag,Wheaton,false,land_use/minutes/2021/2021-12-02_eastern_summit_pc.md
2021-12-02,Eastern Summit County Planning Commission,eastern_summit_pc,7,"approve the Conditional Use Permit as amended in the discussion tonight according to the Findings of Fact, Conclusions of Law, and Conditions of Approval found in the Staff Report",Pass,(5-0),5,0,Sonntag,Peterson,false,land_use/minutes/2021/2021-12-02_eastern_summit_pc.md
2021-12-02,Eastern Summit County Planning Commission,eastern_summit_pc,8,"forward a positive recommendation to the County Council regarding the Raymond Richins Phase II Subdivision according to the Findings of Fact, Conclusions of Law, and Conditions of Approval found in the Staff Report",Pass,(5-0),5,0,Sonntag,Wheaton,false,land_use/minutes/2021/2021-12-02_eastern_summit_pc.md
2021-12-02,Eastern Summit County Planning Commission,eastern_summit_pc,9,adjourn the meeting,Pass,(5-0),5,0,Wilde,,false,land_use/minutes/2021/2021-12-02_eastern_summit_pc.md
2022-06-16,Eastern Summit County Planning Commission,eastern_summit_pc,1,"approve the Conditional Use Permit for Double R Construction according to the Findings of Fact, Conclusions of Law, and Conditions of Approval found in the Staff Report",Pass,(5-0),5,0,Benson,Wheaton,false,land_use/minutes/2022/2022-06-16_eastern_summit_pc.md
2022-06-16,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve the Conditional Use Permit for the Kern River A-line gas pipeline according to the Findings of Fact, Conclusions of Law, and Conditions of Approval found in the Staff Report",Pass,(5-0),5,0,Wheaton,Peterson,false,land_use/minutes/2022/2022-06-16_eastern_summit_pc.md
2022-06-16,Eastern Summit County Planning Commission,eastern_summit_pc,3,"forward a positive recommendation to the County Council for the Master Planned Development according to the Findings of Fact, Conclusions of Law, and Conditions of Approval found in the Staff Report, with the additional recommendation that the CC&Rs require substantial landscape screening for backyards that are backing along Hoytsville Road, and an additional Condition of Approval that states that the water shares that are used to irrigate the Open Space be restricted in a way that prevents them being sold separate from that land",Pass,(5-0),5,0,Clyde,Benson,false,land_use/minutes/2022/2022-06-16_eastern_summit_pc.md
2022-06-16,Eastern Summit County Planning Commission,eastern_summit_pc,4,"approve the minutes for the Eastern Summit County Planning Commission meeting of October 7, 2021 as written",Pass,(5-0),5,0,Wheaton,Clyde,false,land_use/minutes/2022/2022-06-16_eastern_summit_pc.md
2022-06-16,Eastern Summit County Planning Commission,eastern_summit_pc,5,adjourn the meeting,Pass,(5-0),5,0,Benson,,false,land_use/minutes/2022/2022-06-16_eastern_summit_pc.md
2022-08-04,Eastern Summit County Planning Commission,eastern_summit_pc,1,"approve the Conditional Use Permit for Double R Construction according to the Findings of Fact, Conclusions of Law, and Conditions of Approval found in the Staff Report",Pass,(5-0),5,0,Benson,Wheaton,false,land_use/minutes/2022/2022-08-04_eastern_summit_pc.md
2022-08-04,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve the Conditional Use Permit for the Kern River A-line gas pipeline according to the Findings of Fact, Conclusions of Law, and Conditions of Approval found in the Staff Report",Pass,(5-0),5,0,Wheaton,Peterson,false,land_use/minutes/2022/2022-08-04_eastern_summit_pc.md
2022-08-04,Eastern Summit County Planning Commission,eastern_summit_pc,3,"forward a positive recommendation to the County Council for the Master Planned Development according to the Findings of Fact, Conclusions of Law, and Conditions of Approval found in the Staff Report, with the additional recommendation that the CC&Rs require substantial landscape screening for backyards that are backing along Hoytsville Road, and an additional Condition of Approval that states that the water shares that are used to irrigate the Open Space be restricted in a way that prevents them being sold separate from that land",Pass,(5-0),5,0,Clyde,Benson,false,land_use/minutes/2022/2022-08-04_eastern_summit_pc.md
