ordinance_no,adoption_date,date,title,source_url,retrieved_date,format,extraction_method,path,land_use,result,matched_motion_date,matched_motion_no,match_confidence,n_motion_events,independent_source,minutes_source,linkage_note
2023-35,2023-06-20,2023-06-20,"An ordinance of Ogden City, Utah, approving public art projects for Ogden City for the Fiscal Year 2024; and providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2023/2023-06-19/2023-06-20_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,7-0 Pass,2023-06-20,8,within_source,1,,meeting_minutes/minutes/2023/2023-06-19/2023-06-20_city-council-meeting.md,
2023-37,2023-06-20,2023-06-20,Proposed Ordinance 2023-37 amending subsection 4-6-1.B.7 of the Ogden Municipal Code to revise Dinosaur Park Fees; AND Proposed Ordinance 2023-38 amending subsection 4-6-1.A.12 of the Ogden Municipal Code to revise fees pertaining to the Engineering Division; AND Proposed Ordinance 2023-39 amending the Ogden Municipal Code Section 9-2-4 to revise Water Hook-Up fees and adopting subsection 9-2-10E…,meeting_minutes/minutes/2023/2023-06-19/2023-06-20_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,7-0 Pass,2023-06-20,11,within_source,1,,meeting_minutes/minutes/2023/2023-06-19/2023-06-20_city-council-meeting.md,
2023-38,2023-06-20,2023-06-20,Proposed Ordinance 2023-38 amending subsection 4-6-1.A.12 of the Ogden Municipal Code to revise fees pertaining to the Engineering Division; AND Proposed Ordinance 2023-39 amending the Ogden Municipal Code Section 9-2-4 to revise Water Hook-Up fees and adopting subsection 9-2-10E to provide fees for thawing water lines; AND Proposed Ordinance 2023-40 amending subsection 4-6-1(22).F of the Ogden…,meeting_minutes/minutes/2023/2023-06-19/2023-06-20_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,7-0 Pass,2023-06-20,12,within_source,1,,meeting_minutes/minutes/2023/2023-06-19/2023-06-20_city-council-meeting.md,
2023-39,2023-06-20,2023-06-20,Proposed Ordinance 2023-39 amending the Ogden Municipal Code Section 9-2-4 to revise Water Hook-Up fees and adopting subsection 9-2-10E to provide fees for thawing water lines; AND Proposed Ordinance 2023-40 amending subsection 4-6-1(22).F of the Ogden Municipal Code to revise fees regarding dishonored charges; AND Proposed Resolution 2023-17 approving Goals for the Fiscal Year 2023- 2024 Budget;…,meeting_minutes/minutes/2023/2023-06-19/2023-06-20_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,7-0 Pass,2023-06-20,13,within_source,1,,meeting_minutes/minutes/2023/2023-06-19/2023-06-20_city-council-meeting.md,
2023-40,2023-06-20,2023-06-20,"An ordinance of Ogden City Utah, amending the Ogden Municipal Code by amending Subsection 4-6-1(22).F to revise fees being charged by the City; and providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2023/2023-06-19/2023-06-20_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,7-0 Pass,2023-06-20,14,within_source,1,,meeting_minutes/minutes/2023/2023-06-19/2023-06-20_city-council-meeting.md,
2023-41,2023-07-11,2023-07-11,Proposed Ordinance 2023-41 amending the Ogden Municipal Code to adopt a two-family and small lot residential zone (R-2S),meeting_minutes/minutes/2023/2023-07-10/2023-07-11_city-council-special-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,yes,7-0 Pass,2023-07-11,5,within_source,1,,meeting_minutes/minutes/2023/2023-07-10/2023-07-11_city-council-special-meeting.md,
2023-42,2023-07-11,2023-07-11,"An ordinance of Ogden City Utah, amending the zoning map of Ogden City, as adopted by Section 15-3-3 of the Ogden Municipal Code, to reclassify as two-family and small lot residential zone (R-2S) property heretofore classified as multiple-family residential zone (R-3), generally located at 3841 Jackson Avenue; and providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2023/2023-07-10/2023-07-11_city-council-special-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,yes,7-0 Pass,2023-07-11,6,within_source,1,,meeting_minutes/minutes/2023/2023-07-10/2023-07-11_city-council-special-meeting.md,
2023-43,2023-08-01,2023-08-01,Proposed Ordinance 2023-43 adjusting the current boundary of Ogden City,meeting_minutes/minutes/2023/2023-07-31/2023-08-01_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,7-0 Pass,2023-08-01,4,within_source,1,,meeting_minutes/minutes/2023/2023-07-31/2023-08-01_city-council-meeting.md,
2023-44,2023-08-01,2023-08-01,An ordinance of Ogden City Utah approving the adjustment of the current boundaries of Ogden City and oe South Ogden City by relocating their mutual boundary from the south side of Country Hills Drive to the centerline of Country Hills Drive from Gramercy Avenue to 925 East; providing that the boundary adjustment will be effective upon the issuance of a certificate of boundary adjustment by the Lieutenant Governor; and providing that this ordinance shall become effective immediately upon posting after final passage.,meeting_minutes/minutes/2023/2023-07-31/2023-08-01_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,7-0 Pass,2023-08-01,6,within_source,1,,meeting_minutes/minutes/2023/2023-07-31/2023-08-01_city-council-meeting.md,
2023-45,2023-07-18,2023-07-18,"An ordinance of Ogden City Utah, amending the Ogden Municipal Code by amending Section 15-13-27 to revise design standards for multiple-family dwellings; by amending Subsection 15-38-2.A to modify site development standards on commercial buildings; by amending Subsection 15-38-4.F to amend provisions for multiple family dwellings and single family rowhouses; and providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2023/2023-07-17/2023-07-18_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,yes,6-0 Pass,2023-07-18,8,within_source,1,,meeting_minutes/minutes/2023/2023-07-17/2023-07-18_city-council-meeting.md,
2023-46,2023-07-18,2023-07-18,"Proposed Ordinance 2023-46 amending the Ogden Municipal Code to revise the number of non-owner-occupied residential vacation rentals allowed per block when a residential building has fewer than nine residential units, is condominiumized prior to January 1, 2023, is located along the Ogden Express (OGX) Route, and is a Historic Building on the Ogden City Register of Historic Resources; AND…",meeting_minutes/minutes/2023/2023-07-17/2023-07-18_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,4-2 Pass,2023-07-18,9,within_source,1,,meeting_minutes/minutes/2023/2023-07-17/2023-07-18_city-council-meeting.md,
2023-47,2023-07-18,2023-07-18,"An ordinance of Ogden City Utah, amending the Ogden Municipal Code by amending Subsection 4-6-1.A.3 to { } adopt a fee for commemorative street names; by amending Section 7-1-2 to amend provisions related to commemorative street naming; by adopting a new Section 7-1-4 to establish procedures for commemorative street naming; and providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2023/2023-07-17/2023-07-18_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,6-0 Pass,2023-07-18,7,within_source,1,,meeting_minutes/minutes/2023/2023-07-17/2023-07-18_city-council-meeting.md,
2023-48,2023-08-01,2023-08-01,"An ordinance of Ogden City, Utah, amending the Ogden Municipal Code by amending Section 7-2-15 to amend provisions pertaining to camping and related activities; and providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2023/2023-07-31/2023-08-01_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,6-0 Pass,2023-08-01,7,within_source,1,,meeting_minutes/minutes/2023/2023-07-31/2023-08-01_city-council-meeting.md,
2023-51,2023-09-26,2023-09-26,"An ordinance of Ogden City Utah, amending the zoning map of Ogden City, as adopted by Section 15-3-3 of =| ) the Ogden Municipal Code, to reclassify as regional commercial zone / conditional overlay zone (C-3/CO) property heretofore classified as community commercial zone (CP-2), two-family residential zone (R-2), and open space zone (O-1), generally located at 1720-1834 Washington Boulevard; and providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2023/2023-09-25/2023-09-26_city-council-special-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,yes,7-0 Pass,2023-09-26,3,within_source,1,,meeting_minutes/minutes/2023/2023-09-25/2023-09-26_city-council-special-meeting.md,
2023-52,2023-09-26,2023-09-26,An ordinance of Ogden City Utah vacating a portion of River Drive; quit claiming the property within the vacated portion of said street to the abutting property owners as their interests may appear; reserving a right-of- way for all utilities that may now exist in said portion of such street; directing the City Recorder to record this ordinance in the office of the County Recorder; and providing that this ordinance shall become effective immediately upon posting after final passage.,meeting_minutes/minutes/2023/2023-09-25/2023-09-26_city-council-special-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,yes,7-0 Pass,2023-09-26,2,within_source,1,,meeting_minutes/minutes/2023/2023-09-25/2023-09-26_city-council-special-meeting.md,
2023-55,2023-10-10,2023-10-10,"An ordinance of Ogden City, Utah, amending the Ogden municipal Code by amending Section 15-2-22, Section 15-21-2, and Subsection 15-23-5.c, and adopting new Subsection 15-23-5.t; all to revise uses of the M- 1 and M-2 zones; and providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2023/2023-10-09/2023-10-10_city-council-special-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,yes,6-1 Pass,2023-10-10,3,within_source,1,,meeting_minutes/minutes/2023/2023-10-09/2023-10-10_city-council-special-meeting.md,
2023-56,2023-10-10,2023-10-10,"An ordinance of Ogden City, Utah, amending the Ogden Municipal Code by amending Section 15-2-2 and Subsection 15-23-5.N; adopting new Subsection 15-23-5.U; adopting new Subsection 15-38-4.G all to revise standards for auto repair, towing and impound lots in the M-1 and M-2 zones; and providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2023/2023-10-09/2023-10-10_city-council-special-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,yes,4-3 Pass,2023-10-10,4,within_source,1,,meeting_minutes/minutes/2023/2023-10-09/2023-10-10_city-council-special-meeting.md,
2023-57,2023-10-10,2023-10-10,"An ordinance of Ogden City, Utah, amending the Ogden Municipal Code by amending Subsection 15-6-2.b, Subsection 15-12-8.f, Section 15- 22-1, Subsection 15-23-5.b; and adopting new Section 15-23-9 all to revise development standards in the M-1 and M-2 zones; and providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2023/2023-10-09/2023-10-10_city-council-special-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,7-0 Pass,2023-10-10,5,within_source,1,,meeting_minutes/minutes/2023/2023-10-09/2023-10-10_city-council-special-meeting.md,
2023-58,2023-11-07,2023-11-07,"An ordinance of Ogden City amending the budget for the Fiscal Year July 1, 2023 to June 30, 2024 by decreasing the anticipated revenues for a gross decrease of $34,450 from sources as detailed in the body of this ordinance; and decreasing the appropriations for a gross decrease of $34,450 as detailed in the body of this ordinance; and providing that this ordinance shall become effective immediately upon posting after final passage.",https://www.ogdencity.gov/DocumentCenter/View/26967,2026-07-05,text,reconstructed from meeting_minutes motion text; number corroborated by Recorder Synopsis-of-Ordinance PDF (raw/),raw/synopsis_2023-58_59.pdf,no,7-0 Pass,2023-11-07,3,high,1,https://www.ogdencity.gov/DocumentCenter/View/26967,meeting_minutes/minutes/2023/2023-11-06/2023-11-07_city-council-meeting.md,
