year,election_type,office,district,contest,precinct,candidate,votes,suppressed,note
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN005,JIM BENNETT,83,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN005,CYNDI SHARKEY,74,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN006,AARON DEKEYZER,95,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN006,BROOKE CHRISTENSEN,95,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN006,JIM BENNETT,67,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN006,CYNDI SHARKEY,114,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN007,AARON DEKEYZER,0,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN007,BROOKE CHRISTENSEN,1,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN007,JIM BENNETT,3,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN007,CYNDI SHARKEY,4,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN008,AARON DEKEYZER,0,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN008,BROOKE CHRISTENSEN,2,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN008,JIM BENNETT,0,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN008,CYNDI SHARKEY,2,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN009,AARON DEKEYZER,79,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN009,BROOKE CHRISTENSEN,57,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN009,JIM BENNETT,61,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN009,CYNDI SHARKEY,83,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN010,AARON DEKEYZER,67,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN010,BROOKE CHRISTENSEN,103,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN010,JIM BENNETT,69,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN010,CYNDI SHARKEY,76,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN011,AARON DEKEYZER,109,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN011,BROOKE CHRISTENSEN,86,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN011,JIM BENNETT,70,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN011,CYNDI SHARKEY,124,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN012,AARON DEKEYZER,72,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN012,BROOKE CHRISTENSEN,55,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN012,JIM BENNETT,61,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN012,CYNDI SHARKEY,88,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN013,AARON DEKEYZER,190,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN013,BROOKE CHRISTENSEN,91,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN013,JIM BENNETT,132,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN013,CYNDI SHARKEY,230,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN014,AARON DEKEYZER,144,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN014,BROOKE CHRISTENSEN,99,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN014,JIM BENNETT,151,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN014,CYNDI SHARKEY,240,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN015,AARON DEKEYZER,176,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN015,BROOKE CHRISTENSEN,90,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN015,JIM BENNETT,134,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN015,CYNDI SHARKEY,293,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN016,AARON DEKEYZER,31,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN016,BROOKE CHRISTENSEN,42,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN016,JIM BENNETT,27,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN016,CYNDI SHARKEY,27,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN017,AARON DEKEYZER,31,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN017,BROOKE CHRISTENSEN,14,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN017,JIM BENNETT,22,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN017,CYNDI SHARKEY,27,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN018,AARON DEKEYZER,40,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN018,BROOKE CHRISTENSEN,38,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN018,JIM BENNETT,33,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN018,CYNDI SHARKEY,29,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN019,AARON DEKEYZER,105,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN019,BROOKE CHRISTENSEN,98,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN019,JIM BENNETT,76,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN019,CYNDI SHARKEY,129,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN020,AARON DEKEYZER,87,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN020,BROOKE CHRISTENSEN,162,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN020,JIM BENNETT,79,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN020,CYNDI SHARKEY,85,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN021,AARON DEKEYZER,96,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN021,BROOKE CHRISTENSEN,87,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN021,JIM BENNETT,95,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN021,CYNDI SHARKEY,89,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN022,AARON DEKEYZER,68,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN022,BROOKE CHRISTENSEN,25,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN022,JIM BENNETT,49,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN022,CYNDI SHARKEY,94,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN023,AARON DEKEYZER,145,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN023,BROOKE CHRISTENSEN,120,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN023,JIM BENNETT,155,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN023,CYNDI SHARKEY,160,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN024,AARON DEKEYZER,163,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN024,BROOKE CHRISTENSEN,86,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN024,JIM BENNETT,120,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN024,CYNDI SHARKEY,184,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN025,AARON DEKEYZER,193,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN025,BROOKE CHRISTENSEN,120,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN025,JIM BENNETT,139,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN025,CYNDI SHARKEY,211,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN026,AARON DEKEYZER,188,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN026,BROOKE CHRISTENSEN,101,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN026,JIM BENNETT,115,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN026,CYNDI SHARKEY,240,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN027,AARON DEKEYZER,51,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN027,BROOKE CHRISTENSEN,30,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN027,JIM BENNETT,27,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN027,CYNDI SHARKEY,44,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN028,AARON DEKEYZER,54,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN028,BROOKE CHRISTENSEN,56,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN028,JIM BENNETT,43,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN028,CYNDI SHARKEY,62,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN029,AARON DEKEYZER,100,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN029,BROOKE CHRISTENSEN,127,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN029,JIM BENNETT,148,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN029,CYNDI SHARKEY,157,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN030,AARON DEKEYZER,115,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN030,BROOKE CHRISTENSEN,135,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN030,JIM BENNETT,142,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN030,CYNDI SHARKEY,141,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN031,AARON DEKEYZER,108,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN031,BROOKE CHRISTENSEN,72,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN031,JIM BENNETT,72,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN031,CYNDI SHARKEY,100,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN032,AARON DEKEYZER,54,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN032,BROOKE CHRISTENSEN,26,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN032,JIM BENNETT,38,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN032,CYNDI SHARKEY,41,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN033,AARON DEKEYZER,156,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN033,BROOKE CHRISTENSEN,80,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN033,JIM BENNETT,67,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN033,CYNDI SHARKEY,129,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN034,AARON DEKEYZER,156,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN034,BROOKE CHRISTENSEN,124,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN034,JIM BENNETT,119,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN034,CYNDI SHARKEY,188,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN035,AARON DEKEYZER,167,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN035,BROOKE CHRISTENSEN,91,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN035,JIM BENNETT,123,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN035,CYNDI SHARKEY,185,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN036,AARON DEKEYZER,172,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN036,BROOKE CHRISTENSEN,59,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN036,JIM BENNETT,104,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN036,CYNDI SHARKEY,130,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN037,AARON DEKEYZER,154,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN037,BROOKE CHRISTENSEN,74,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN037,JIM BENNETT,94,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN037,CYNDI SHARKEY,161,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN038,AARON DEKEYZER,238,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN038,BROOKE CHRISTENSEN,160,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN038,JIM BENNETT,154,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN038,CYNDI SHARKEY,243,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN039,AARON DEKEYZER,58,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN039,BROOKE CHRISTENSEN,23,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN039,JIM BENNETT,46,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN039,CYNDI SHARKEY,61,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN040,AARON DEKEYZER,89,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN040,BROOKE CHRISTENSEN,66,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN040,JIM BENNETT,61,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN040,CYNDI SHARKEY,96,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN041,AARON DEKEYZER,137,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN041,BROOKE CHRISTENSEN,122,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN041,JIM BENNETT,140,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN041,CYNDI SHARKEY,158,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN042,AARON DEKEYZER,1,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN042,BROOKE CHRISTENSEN,3,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN042,JIM BENNETT,1,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN042,CYNDI SHARKEY,3,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN043,AARON DEKEYZER,179,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN043,BROOKE CHRISTENSEN,101,False,
