date,candidate,office,seat,election_year,filing_type,reporting_period,title,source_url,retrieved_date,format,extraction_method,path,source,document_id,sha256,filer_type,has_text,has_itemized
2014-01-01,Sim Gill,District Attorney,,2014,statement,2014 Interim Reports / Amendment to April,Sim Gill (District Attorney) — Amendment to April,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/April/GillS-2014AprilAmendment.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/GillS-2014AprilAmendment.pdf,clerk_legacy,,88991d1b6b17ced34c8d4f4fece0f92c0efbb6b523fe2bbec9f0da284f660ffd,,no,no
2014-01-01,Sim Gill,District Attorney,,2014,statement,2014 Interim Reports / April,Sim Gill (District Attorney) — April,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/April/GillS_2014_April.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/GillS_2014_April.pdf,clerk_legacy,,c0a02676fc44d836fab364ecdf1973765055bcac73b076ae88fac987a151b079,,no,no
2014-01-01,Sim Gill,District Attorney,,2014,statement,2014 Interim Reports / June,Sim Gill (District Attorney) — June,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/June/Gill_S_DA_June14.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Gill_S_DA_June14.pdf,clerk_legacy,,3c3dc51782a9b8bb6ad4d9757771e9daa25ba2d375c2f784d49ebad934f2fc58,,no,no
2014-01-01,Sim Gill,District Attorney,,2014,statement,2014 Interim Reports / 2014 Summary Report,Sim Gill (District Attorney) — 2014 Summary Report,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/2014_Year_End/Gill_S_DA_YearEnd.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Gill_S_DA_YearEnd.pdf,clerk_legacy,,76e2d50e61f8854fe612275caecf21f0b8ce89f08685ea9e592acfa708f1d1ab,,no,no
2014-01-01,Sim Gill,District Attorney,,2014,statement,2014 Interim Reports / October,Sim Gill (District Attorney) — October,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/October/Gill_Sim_DA_Oct14.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Gill_Sim_DA_Oct14.pdf,clerk_legacy,,363170e466e67618a91bacc27e72cf9bafc3cf8bd2140a814084c71871fb115e,,no,no
2014-01-01,Sim Gill,District Attorney,,2014,statement,2014 Interim Reports / September,Sim Gill (District Attorney) — September,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/September/Gill_Sim_DA_Sept.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Gill_Sim_DA_Sept.pdf,clerk_legacy,,b62a235c1b1f330065d04b5dd73ca7efa0aa74eb6c660ba5d6c2c78adc707a20,,no,no
2014-01-01,Steve Nelson,District Attorney,,2014,statement,2014 Interim Reports / April,Steve Nelson (District Attorney) — April,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/April/NelsonS_2014_April.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/NelsonS_2014_April.pdf,clerk_legacy,,2b5c9350d3a0f8cfb12222ddf668d3dbb1a7424396018d5b80c4ae632cd83243,,no,no
2014-01-01,Steve Nelson,District Attorney,,2014,statement,2014 Interim Reports / June,Steve Nelson (District Attorney) — June,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/June/Nelson_S_DA_June14.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Nelson_S_DA_June14.pdf,clerk_legacy,,29b90eb1a32c6563900594d0592f54122eb7ada758154f74100ff43f74f0594e,,no,no
2014-01-01,Steve Nelson,District Attorney,,2014,statement,2014 Interim Reports / Amendment to April,Steve Nelson (District Attorney) — Amendment to April,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/April/Nelson_Steve_DA_April14_Amendment.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Nelson_Steve_DA_April14_Amendment.pdf,clerk_legacy,,e4af6cbfea53239262db03d0a9194e4188fd92012978e3676e0941ae97a63853,,no,no
2014-01-01,Steve Nelson,District Attorney,,2014,statement,2014 Interim Reports / Amendment to June,Steve Nelson (District Attorney) — Amendment to June,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/June/Nelson_Steve_DA_June14_Amendment.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Nelson_Steve_DA_June14_Amendment.pdf,clerk_legacy,,a9216baf702bba856f4e69021565409dc2783763787f3cf60cee588b45c9cab4,,no,no
2014-01-01,Steve Nelson,District Attorney,,2014,statement,2014 Interim Reports / October,Steve Nelson (District Attorney) — October,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/October/Nelson_Steve_DA_Oct14.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Nelson_Steve_DA_Oct14.pdf,clerk_legacy,,b493ff6abb698eeb8707410ad8b735e9f2dabba700cb645f29d651ec00f03e44,,no,no
2014-01-01,Steve Nelson,District Attorney,,2014,statement,2014 Interim Reports / Amendment to October,Steve Nelson (District Attorney) — Amendment to October,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/October/Nelson_Steve_DA_Oct14_Amendment.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Nelson_Steve_DA_Oct14_Amendment.pdf,clerk_legacy,,13be0eac84e921bb65dce34c9d2f5c7dbe4b587c811159e4e1a5b753f9812157,,no,no
2014-01-01,Steve Nelson,District Attorney,,2014,statement,2014 Interim Reports / September,Steve Nelson (District Attorney) — September,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/September/Nelson_Steve_DA_Sept.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Nelson_Steve_DA_Sept.pdf,clerk_legacy,,0733f6530f9a9810fcf758e894d06df5c59d52395332f5730862f6c2ee9a404f,,no,no
2014-01-01,Steve Nelson,District Attorney,,2014,statement,2014 Interim Reports / Amendment to September,Steve Nelson (District Attorney) — Amendment to September,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/September/Nelson_Steve_DA_Sept14_Amendment.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Nelson_Steve_DA_Sept14_Amendment.pdf,clerk_legacy,,0df30ecc2457ba4aa11274e15bfb398bcf03199fbdd36f01583aaa3ea4a36e02,,no,no
2014-01-01,Steve Nelson,District Attorney,,2014,statement,2014 Interim Reports / 2014 Summary Report,Steve Nelson (District Attorney) — 2014 Summary Report,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/2014_Year_End/Nelson_Steve_DA_YearEnd.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Nelson_Steve_DA_YearEnd.pdf,clerk_legacy,,c06fd73cccc73422ea1075ee64edda0f7dc8e22021b4c5a1f7020c55efe4798d,,no,no
2014-01-01,Steven L. DeBry,County Council,District 5,2014,statement,2014 Interim Reports / June,Steven L. DeBry (Council #5) — June,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/June/DeBry_S_Council5_June14.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/DeBry_S_Council5_June14.pdf,clerk_legacy,,b9050d26360e186739d2aee07f04efd0563c7e17417e1b7fe07041c97e60d0ee,,no,no
2014-01-01,Steven L. DeBry,County Council,District 5,2014,statement,2014 Interim Reports / October,Steven L. DeBry (Council #5) — October,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/October/DeBry_Steven_Council5_Oct14.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/DeBry_Steven_Council5_Oct14.pdf,clerk_legacy,,f9c4f9eb0253bd05431605d4c4d7d78461512c68d0db4053b2c713b6d362ec1f,,no,no
2014-01-01,Steven L. DeBry,County Council,District 5,2014,statement,2014 Interim Reports / September,Steven L. DeBry (Council #5) — September,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/September/DeBry_Steven_Council5_Sept.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/DeBry_Steven_Council5_Sept.pdf,clerk_legacy,,3a2adf459b94fb0caecfee0b0204847f15c52329ee8c3f9bd09f1f5a43f8ce23,,no,no
2014-01-01,Steven L. DeBry,County Council,District 5,2014,statement,2014 Interim Reports / April,Steven L. DeBry (Council #5) — April,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/April/DebryS_2014_April.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/DebryS_2014_April.pdf,clerk_legacy,,640ae74992d6b1612a9a5c8ef27a8cef2fc95a1c97e51ee172fccfa2c8fa6ed3,,no,no
2014-01-01,Steven L. DeBry,County Council,District 5,2014,statement,2014 Interim Reports / 2014 Summary Report,Steven L. DeBry (Council #5) — 2014 Summary Report,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/2014_Year_End/Debry_S_Council5_YearEnd.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Debry_S_Council5_YearEnd.pdf,clerk_legacy,,8b2ed895bd534ff564e4dedb89aeaa65483acd5da706d230b4a4a1cd693e5f1a,,no,no
2020-01-01,Lee Gardner,Assessor,,2020,statement,2006 Interim Reports / Amendment to June,Lee Gardner (Assessor) — Amendment to June,https://slco.org/clerk/financialDisclosurePDF/candidate/lgardner_june202006amend.pdf,2026-08-01,text,pdftotext -layout,raw/clerk_legacy/lgardner_june202006amend.pdf,clerk_legacy,,e057c996c446efded78025b0563752ed44d0fd6ab4bb390d87cf10cd3d879c9e,,yes,no
2020-01-01,Rob Latham,District Attorney,,2020,statement,2006 Interim Reports / Amendment to June,Rob Latham (District Attorney) — Amendment to June,https://slco.org/clerk/financialDisclosurePDF/candidate/rlatham_june202006amend.pdf,2026-08-01,text,pdftotext -layout,raw/clerk_legacy/rlatham_june202006amend.pdf,clerk_legacy,,e1ebdcddccb35729fdb445171b24b4312489081c8e34f6c848e01417b2b7b83c,,yes,no
2031-01-01,Richard Snelgrove,Mayor,,2030,statement,2012 Interim Reports / 2013 Summary Report,Richard Snelgrove (Mayor) — 2013 Summary Report,https://slco.org/clerk/financialDisclosurePDF/snelgrove_R_Mayor_2031_YearEnd.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/snelgrove_R_Mayor_2031_YearEnd.pdf,clerk_legacy,,d23b7cdf875a4cf34314426b21dd0d823f4622b91dac34b51ff9beb6fcdb6cab,,no,no
2001-01-01,"FIFE-JEPPERSON, CHARLOTTE",County Council,District 2,2000,interim,Amended Interim Report Oct 29,"FIFE-JEPPERSON, CHARLOTTE (Salt Lake County Council District 2) — Amended Interim Report Oct 29",https://ecf-api.easyvoteapp.com/documents/1BFB7187-8F2C-4F51-8F40-A1191BE07626/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/FIFE-JEPPERSON-CHARLOTTE__1BFB7187.pdf,easyvote,1BFB7187-8F2C-4F51-8F40-A1191BE07626,60076e7ed7dbb01e3be347a41f0babe491bc6ee03813003b7ba83dc62b74773f,Officeholder,no,no
2023-01-31,"Ahn, Danielle",District Attorney,,2022,interim,Needs Amendment Form,"Ahn, Danielle (Salt Lake County District & County Attorney) — Needs Amendment Form",https://ecf-api.easyvoteapp.com/documents/23F2E34E-311F-4FD9-97E8-5353503F6308/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Ahn-Danielle__23F2E34E.pdf,easyvote,23F2E34E-311F-4FD9-97E8-5353503F6308,e18420ba8c9c63d70e0e8fb5ca136863fcb273d70c23a7b89f5a7897dc72438b,Candidate,no,no
2022-04-05,"Ahn, Danielle",District Attorney,,2022,interim,campaign@da4da.com,"Ahn, Danielle (Salt Lake County District & County Attorney) — campaign@da4da.com",https://ecf-api.easyvoteapp.com/documents/3D92860F-C194-4313-B0EA-F65B02DD18CB/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Ahn-Danielle__3D92860F.pdf,easyvote,3D92860F-C194-4313-B0EA-F65B02DD18CB,9cf69120b64c48631ab7a9d1791e24d3c4f52ccd48bcb1f7449018ca5f5718d1,Candidate,no,no
2023-02-03,"Ahn, Danielle",District Attorney,,2022,interim,2022 Financial Disclosure Report Final ,"Ahn, Danielle (Salt Lake County District & County Attorney) — 2022 Financial Disclosure Report Final",https://ecf-api.easyvoteapp.com/documents/43FA92A0-1F47-4F00-A822-8A055FDCFC90/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Ahn-Danielle__43FA92A0.pdf,easyvote,43FA92A0-1F47-4F00-A822-8A055FDCFC90,f1e11d72200de0e7bc98982d02cfdba9f5937c3fc01bbbc2231b9e65e9a59eac,Candidate,no,no
2022-06-21,"Ahn, Danielle",District Attorney,,2022,interim,Danielle Ahn June Primary Disclosure Report ,"Ahn, Danielle (Salt Lake County District & County Attorney) — Danielle Ahn June Primary Disclosure Report",https://ecf-api.easyvoteapp.com/documents/859738CC-3AA8-4B71-91C5-549731EB94E2/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Ahn-Danielle__859738CC.pdf,easyvote,859738CC-3AA8-4B71-91C5-549731EB94E2,bd9647c4a30366d182e41304262def4af48463908d8f5e34101cb675c8b87a16,Candidate,no,no
2022-09-15,"Ahn, Danielle",District Attorney,,2022,interim,2022 Danielle Ahn September 15 Disclosure,"Ahn, Danielle (Salt Lake County District & County Attorney) — 2022 Danielle Ahn September 15 Disclosure",https://ecf-api.easyvoteapp.com/documents/D82CCB77-E5AE-4F18-9B26-E682BA59E9BF/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Ahn-Danielle__D82CCB77.pdf,easyvote,D82CCB77-E5AE-4F18-9B26-E682BA59E9BF,cffaba6a6ff5982557c73d2ad23cc3343415454e797cc1b70b00d6fde335bfef,Candidate,no,no
2022-11-01,"Ahn, Danielle",District Attorney,,2022,interim,Danielle Ahn Nov 1 2022 Financial Disclosure ,"Ahn, Danielle (Salt Lake County District & County Attorney) — Danielle Ahn Nov 1 2022 Financial Disclosure",https://ecf-api.easyvoteapp.com/documents/E634CB98-848A-450A-8524-57EBA001372D/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Ahn-Danielle__E634CB98.pdf,easyvote,E634CB98-848A-450A-8524-57EBA001372D,4278f3e0b3ec3327756631447666f766b0d9ec107b1cf1fd36b9326eeeb4db1e,Candidate,no,no
2023-02-07,"Alvord, Dave",County Council,,2022,interim,Alvord 2022 Disclosures,"Alvord, Dave (County Council District) — Alvord 2022 Disclosures",https://ecf-api.easyvoteapp.com/documents/F5A3F14F-7988-4DA3-B6D8-EEB2A970C7CF/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Alvord-Dave__F5A3F14F.pdf,easyvote,F5A3F14F-7988-4DA3-B6D8-EEB2A970C7CF,9c100f4b4e85bee519f59881455748a4dd26a33ed285be1e799796ef34e8cda1,Incumbent,no,no
2023-01-30,"Andrus, Tyler",Assessor,,2022,interim,2022,"Andrus, Tyler (Salt Lake County Assessor) — 2022",https://ecf-api.easyvoteapp.com/documents/1AAD3BCA-B93F-4E07-A1E0-CEF8FCCFFEA6/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Andrus-Tyler__1AAD3BCA.pdf,easyvote,1AAD3BCA-B93F-4E07-A1E0-CEF8FCCFFEA6,35e1fc69631b0cbe85628402fe6759230cddd223d23e6c0e36d900f290ad47ea,Campaign,no,no
2022-09-15,"Barnes, Richard D M",County Council,,2022,interim,"September 15, 2022","Barnes, Richard D M (County Council District) — September 15, 2022",https://ecf-api.easyvoteapp.com/documents/0F8342AB-5845-4EC6-8B28-4765F1DFC163/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Barnes-Richard-D-M__0F8342AB.pdf,easyvote,0F8342AB-5845-4EC6-8B28-4765F1DFC163,eccdd4aa27a7491befa9f2635239bd8d4c3436d26bfa5dd65fd78abf10c61e7e,Candidate,no,no
2023-01-30,"Barnes, Richard D M",County Council,,2022,interim,Final/ Dissolution Report,"Barnes, Richard D M (County Council District) — Final/ Dissolution Report",https://ecf-api.easyvoteapp.com/documents/29F6C75C-BAA3-4A3C-98E4-F99007B5F534/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Barnes-Richard-D-M__29F6C75C.pdf,easyvote,29F6C75C-BAA3-4A3C-98E4-F99007B5F534,10adfc916225d5740b9d1cbf71f2bfa675daea7ba8c5f5568a1dc71f7a10abf1,Candidate,no,no
2022-06-19,"Barnes, Richard D M",County Council,,2022,interim,RDM Barnes June 21 2022,"Barnes, Richard D M (County Council District) — RDM Barnes June 21 2022",https://ecf-api.easyvoteapp.com/documents/A1E63503-F453-4E44-BDBE-90531B4E6B65/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Barnes-Richard-D-M__A1E63503.pdf,easyvote,A1E63503-F453-4E44-BDBE-90531B4E6B65,e2b949e97057faa5b48ad662f5db6ea40e19824a3d6ea2facb2f027cce29c3b2,Candidate,no,no
2022-10-27,"Barnes, Richard D M",County Council,,2022,interim,County and Local School Board Financial Disclosure November 1,"Barnes, Richard D M (County Council District) — County and Local School Board Financial Disclosure November 1",https://ecf-api.easyvoteapp.com/documents/AA9B6660-F285-4519-8E00-EDF114B30A12/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Barnes-Richard-D-M__AA9B6660.pdf,easyvote,AA9B6660-F285-4519-8E00-EDF114B30A12,b5da32f17c5aef7ce7eb4a0da0999d1696a756e690e9c38f78a0e22f51880d31,Candidate,no,no
2022-04-05,"Barnes, Richard D M",County Council,,2022,interim,"April 5, 2022 RDMB","Barnes, Richard D M (County Council District) — April 5, 2022 RDMB",https://ecf-api.easyvoteapp.com/documents/D23F4002-EA04-4E19-A1E1-F3CB7CF46DBA/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Barnes-Richard-D-M__D23F4002.pdf,easyvote,D23F4002-EA04-4E19-A1E1-F3CB7CF46DBA,22007fc484c2465e3b1d6ef9b976ab47c30a2f00044e44bda05fab9d89d057b7,Candidate,no,no
2023-01-30,"Bradshaw, Arlyn",County Council,District 1,2022,interim,"January 31, 2023","Bradshaw, Arlyn (Salt Lake County Council District 1) — January 31, 2023",https://ecf-api.easyvoteapp.com/documents/1454A189-9B8E-4A74-95A2-04294DCBAF08/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Bradshaw-Arlyn__1454A189.pdf,easyvote,1454A189-9B8E-4A74-95A2-04294DCBAF08,ef1b03622d34a5fc62e5cd4c4bb9cd27f2db4850b3114534ab89a4f4aa04b36d,Campaign,no,no
2022-04-05,"Bradshaw, Arlyn",County Council,District 1,2022,interim,"April 5, 2022 Disclosure","Bradshaw, Arlyn (Salt Lake County Council District 1) — April 5, 2022 Disclosure",https://ecf-api.easyvoteapp.com/documents/88E0C703-B685-4347-8D37-84591E6A9949/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Bradshaw-Arlyn__88E0C703.pdf,easyvote,88E0C703-B685-4347-8D37-84591E6A9949,b9412183a45da776ed34bb7e7f92abd66905ea20f6ad7483735e7f77ee59574a,Campaign,no,no
2022-11-01,"Bradshaw, Arlyn",County Council,District 1,2022,interim,"November 1, 2022 Disclosure","Bradshaw, Arlyn (Salt Lake County Council District 1) — November 1, 2022 Disclosure",https://ecf-api.easyvoteapp.com/documents/8B7EDF37-CF64-4946-8236-CEBB3615D6D1/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Bradshaw-Arlyn__8B7EDF37.pdf,easyvote,8B7EDF37-CF64-4946-8236-CEBB3615D6D1,08ece25bfe0d3a88a61cbb641cb3beb1e7b0e14c725cf8f3685b0a712ba30596,Campaign,no,no
2022-09-15,"Bradshaw, Arlyn",County Council,District 1,2022,interim,September 15th Filing,"Bradshaw, Arlyn (Salt Lake County Council District 1) — September 15th Filing",https://ecf-api.easyvoteapp.com/documents/A0C86551-5BC6-4E72-86B5-27932F26AD10/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Bradshaw-Arlyn__A0C86551.pdf,easyvote,A0C86551-5BC6-4E72-86B5-27932F26AD10,66b1762136a7709e3e899ec0838305f542318b83ae7143194db41a4e7fa72d5a,Campaign,no,no
2022-06-21,"Bradshaw, Arlyn",County Council,District 1,2022,interim,"June 21, 2022 Disclosure","Bradshaw, Arlyn (Salt Lake County Council District 1) — June 21, 2022 Disclosure",https://ecf-api.easyvoteapp.com/documents/F55FF0B6-09CA-4A39-99AD-51D8EEA129A8/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Bradshaw-Arlyn__F55FF0B6.pdf,easyvote,F55FF0B6-09CA-4A39-99AD-51D8EEA129A8,ed633975f38f00aaea273128bf5b1068b1c48363c6763a61e0da8f46bfa3a20f,Campaign,no,no
2023-01-31,"Chapman, Lannie",Clerk,,2022,interim,2022 Year End,"Chapman, Lannie (Salt Lake County Clerk) — 2022 Year End",https://ecf-api.easyvoteapp.com/documents/3531F3C1-5526-48FF-AD57-AEFDC5C16717/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Chapman-Lannie__3531F3C1.pdf,easyvote,3531F3C1-5526-48FF-AD57-AEFDC5C16717,a240699201e5bc2fc506b1a00664a8dbe73d4eaef13e7573bdad5c8eb2e917ac,Incumbent,no,no
2022-06-22,"Chapman, Lannie",Clerk,,2022,interim,June 21 Amendment,"Chapman, Lannie (Salt Lake County Clerk) — June 21 Amendment",https://ecf-api.easyvoteapp.com/documents/592A9542-B143-46C8-9699-854E1EF9F145/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Chapman-Lannie__592A9542.pdf,easyvote,592A9542-B143-46C8-9699-854E1EF9F145,ad6418ab984b8495666453b1d35df732d231c7c9f7bb483a94cf4009546e36ed,Incumbent,no,no
2022-09-15,"Chapman, Lannie",Clerk,,2022,interim,June 21 Amendment,"Chapman, Lannie (Salt Lake County Clerk) — June 21 Amendment",https://ecf-api.easyvoteapp.com/documents/6828CF7D-F2CD-4596-9E2C-7AF2C49D0B0E/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Chapman-Lannie__6828CF7D.pdf,easyvote,6828CF7D-F2CD-4596-9E2C-7AF2C49D0B0E,2e6e8e2b50f149e0f114473dd422bb2553ed5a50eacf12770a6758e28646b281,Incumbent,no,no
