EventItemId,EventItemEventId,EventBodyId,EventItemAgendaSequence,EventItemMinutesSequence,EventItemAgendaNumber,EventItemTitle,EventItemMatterId,EventItemMatterFile,EventItemMatterType,EventItemMatterStatus,EventItemActionName,EventItemMover,EventItemSeconder,EventItemPassedFlag,EventItemPassedFlagName,EventItemRollCallFlag,EventItemConsent
40182,1959,138,3,,,"Register in advance for this webinar:
https://us02web.zoom.us/webinar/register/WN_7QBNhYZtRRefMI37E2qKmA

After registering, you will receive a confirmation email containing information about joining the webinar.

Or listen by phone:
Dial(for higher quality, dial a number based on your current location):     
US: +1 669 444 9171 or +1 669 900 6833 or +1 719 359 4580 or +1 253 205 0468

Webinar ID: 870 3054 2937
Passcode: 844222",,,,,,,,,,0,0
40183,1959,138,4,,,"NOTICE OF SPECIAL ACCOMMODATION DURING PUBLIC MEETINGS In compliance with the Americans with Disabilities Act, individuals needing special accommodations during this meeting should notify the City Council Office at 801-568-7141.",,,,,,,,,,0,0
40184,1959,138,5,1,5:15,Council Meeting,,,,,,,,,,1,0
40185,1959,138,6,3,,"Prayer, Pledge of Allegiance, and Introductions",,,,,,,,,,0,0
40186,1959,138,7,4,,General Citizen Comment Period (No earlier than 6:00 PM),,,,,,,,,,0,0
40187,1959,138,8,,,"The General Citizen Comment period is the time set aside for the public to comment on any City business, including any item listed on tonight's agenda. General Citizen Comment will begin no earlier than 6:00 PM.  Citizen comment will also be taken during each Council Voting Item and each Public Hearing Item for comments related to those items.

Each speaker is allowed three minutes during each comment period.  A speaker may comment during multiple comment periods, so long as the topic of the comment is different each time. No speaker will be permitted to comment more than once during any individual comment period.

Speakers wishing to comment live should attend the meeting in person or access the meeting virtually via the Zoom Webinar link. The call-in number is generally for listening only. You may also leave a written comment by emailing CitizenComment@sandy.utah.gov.",,,,,,,,,,0,0
40188,1959,138,9,5,,Council Business,,,,,,,,,,0,0
40189,1959,138,10,6,,Informational Items,,,,,,,,,,0,0
40190,1959,138,13,9,,Consent Calendar,,,,,approved the Consent Calendar,,,1,Pass,0,0
40191,1959,138,14,10,3.,Sandy Justice Court Recommending that the Council adopt a resolution appointing temporary judges in the Sandy Justice Court for Calendar Year 2025,6163,25-024,Resolution,Consent Agenda,,,,,,0,1
40193,1959,138,11,7,1.,Public Utilities Advisory Board Bylaws Update,6164,25-025,Resolution,Agenda Ready,,,,,,0,0
40194,1959,138,12,8,2.,"Public Works Department providing the Council with an update on new departmental hires, fleet building construction progress, and Spring Bulk Waste Cleanup",6165,25-026,Informational Report,Agenda Ready,,,,,,0,0
40195,1959,138,15,11,,Standing Reports,,,,,,,,,,0,0
40196,1959,138,16,12,,Agenda Planning Calendar Review & Council Office Director's Report,,,,,,,,,,0,0
40197,1959,138,17,13,,Council Member Business,,,,,,,,,,0,0
40198,1959,138,18,14,,Mayor's Report,,,,,,,,,,0,0
40199,1959,138,19,15,,CAO Report,,,,,,,,,,0,0
40200,1959,138,20,16,,Adjournment,,,,,,,,,,0,0
40276,1959,138,,2,,,,,,,,,,,,0,0
40250,1960,138,1,,,Web address to view complete packet: http://sandyutah.legistar.com,,,,,,,,,,0,0
40251,1960,138,2,,,"This Council Meeting will be conducted  both in-person, in the Sandy City Council Chambers at City Hall, and via Zoom Webinar. Residents may attend and participate in the meeting either in-person or via the webinar link below. Virtual participation is offered as a courtesy. If for any reason the virtual meeting is inoperable, virtual attendees are encouraged to instead attend in-person. The meeting will be held regardless of the availability of a virtual option.",,,,,,,,,,0,0
40252,1960,138,3,,,"Register in advance for this webinar:
https://us02web.zoom.us/webinar/register/WN_7QBNhYZtRRefMI37E2qKmA

After registering, you will receive a confirmation email containing information about joining the webinar.

Or listen by phone:
Dial(for higher quality, dial a number based on your current location):     
US: +1 669 444 9171 or +1 669 900 6833 or +1 719 359 4580 or +1 253 205 0468

Webinar ID: 870 3054 2937
Passcode: 844222",,,,,,,,,,0,0
40253,1960,138,4,,,"NOTICE OF SPECIAL ACCOMMODATION DURING PUBLIC MEETINGS In compliance with the Americans with Disabilities Act, individuals needing special accommodations during this meeting should notify the City Council Office at 801-568-7140.",,,,,,,,,,0,0
40254,1960,138,5,1,5:15,Council Meeting,,,,,,,,,,1,0
40255,1960,138,6,3,,"Prayer, Pledge of Allegiance, and Introductions",,,,,,,,,,0,0
40256,1960,138,7,4,,Legislative Report,,,,,,,,,,0,0
40257,1960,138,8,5,,General Citizen Comment Period (No earlier than 6:00 PM),,,,,,,,,,0,0
40258,1960,138,9,,,"The General Citizen Comment period is the time set aside for the public to comment on any City business, including any item listed on tonight's agenda. General Citizen Comment will begin no earlier than 6:00 PM.  Citizen comment will also be taken during each Council Voting Item and each Public Hearing Item for comments related to those items.

Each speaker is allowed three minutes during each comment period.  A speaker may comment during multiple comment periods, so long as the topic of the comment is different each time. No speaker will be permitted to comment more than once during any individual comment period.

Speakers wishing to comment live should attend the meeting in person or access the meeting virtually via the Zoom Webinar link. The call-in number is generally for listening only. You may also leave a written comment by emailing CitizenComment@sandy.utah.gov.",,,,,,,,,,0,0
40259,1960,138,10,6,,Council Business,,,,,,,,,,0,0
40260,1960,138,11,7,,Informational Items,,,,,,,,,,0,0
40261,1960,138,13,9,2.,Fire Department providing the Council with a progress report on the recent Fire Department General Management and Operations Study completed by Public Consulting Group (PCG),6178,25-039,Informational Report,Agenda Ready - Work Session,,,,,,0,0
40262,1960,138,17,13,,Council Voting Items,,,,,,,,,,0,0
40263,1960,138,18,14,6.,Amendments to Title 15 and Title 21 of the Municipal Code related to Short Term Rentals,6038,CA08222024-0006816 (CC),Ordinance,Agenda Ready,,,,,,0,0
40264,1960,138,14,10,3.,Community Development Department presenting the Sandy Towns Rezone Application (File #REZ10042023-6631) requesting that one parcel (0.43 acre) be rezoned from the CN Zone to the RM(12) Zone.,6170,REZ20042023-006631 (CC1st),Informational Report,Agenda Ready,,,,,,0,0
40265,1960,138,15,11,4.,First Reading: Council Member Dekeyzer proposing amendments to the Sandy City Accessory Dwelling Unit Ordinance,6175,25-036,Informational Report,Agenda Ready,,,,,,0,0
40266,1960,138,16,12,5.,First Reading: Council Member D'Sousa proposing amendments to the Sandy City Accessory Dwelling Unit Ordinance,6176,25-037,Informational Report,Agenda Ready,,,,,,0,0
40267,1960,138,12,8,1.,"Fire Department recommending the Council consider amendments to Title 20, ""Fire Prevention"", of the Sandy City Code",6177,25-038,Informational Report,Agenda Ready,,,,,,0,0
40268,1960,138,19,15,,Standing Reports,,,,,,,,,,0,0
40269,1960,138,20,16,,Agenda Planning Calendar Review & Council Office Director's Report,,,,,,,,,,0,0
40270,1960,138,21,17,,Council Member Business,,,,,,,,,,0,0
40271,1960,138,22,18,,Mayor's Report,,,,,,,,,,0,0
40272,1960,138,23,19,,CAO Report,,,,,,,,,,0,0
40273,1960,138,24,20,,Adjournment,,,,,,,,,,0,0
40364,1960,138,,2,,,,,,,,,,,,0,0
40277,1961,138,1,,,Web address to view complete packet: http://sandyutah.legistar.com,,,,,,,,,,0,0
40278,1961,138,2,,,"This Council Meeting will be conducted  both in-person, in the Sandy City Council Chambers at City Hall, and via Zoom Webinar. Residents may attend and participate in the meeting either in-person or via the webinar link below. Virtual participation is offered as a courtesy. If for any reason the virtual meeting is inoperable, virtual attendees are encouraged to instead attend in-person. The meeting will be held regardless of the availability of a virtual option.",,,,,,,,,,0,0
40279,1961,138,3,,,"Register in advance for this webinar:
https://us02web.zoom.us/webinar/register/WN_7QBNhYZtRRefMI37E2qKmA

After registering, you will receive a confirmation email containing information about joining the webinar.

Or listen by phone:
Dial(for higher quality, dial a number based on your current location):     
US: +1 669 444 9171 or +1 669 900 6833 or +1 719 359 4580 or +1 253 205 0468

Webinar ID: 870 3054 2937
Passcode: 844222",,,,,,,,,,0,0
40280,1961,138,4,,,"NOTICE OF SPECIAL ACCOMMODATION DURING PUBLIC MEETINGS In compliance with the Americans with Disabilities Act, individuals needing special accommodations during this meeting should notify the City Council Office at 801-568-7140.",,,,,,,,,,0,0
40281,1961,138,5,1,5:15,Council Meeting,,,,,,,,,,1,0
40282,1961,138,6,3,,"Prayer, Pledge of Allegiance, and Introductions",,,,,,,,,,0,0
40283,1961,138,7,4,,Legislative Report,,,,,,,,,,0,0
40284,1961,138,8,5,,General Citizen Comment Period (No earlier than 6:00 PM),,,,,,,,,,0,0
40285,1961,138,9,,,"The General Citizen Comment period is the time set aside for the public to comment on any City business, including any item listed on tonight's agenda. General Citizen Comment will begin no earlier than 6:00 PM.  Citizen comment will also be taken during each Council Voting Item and each Public Hearing Item for comments related to those items.

Each speaker is allowed three minutes during each comment period.  A speaker may comment during multiple comment periods, so long as the topic of the comment is different each time. No speaker will be permitted to comment more than once during any individual comment period.

Speakers wishing to comment live should attend the meeting in person or access the meeting virtually via the Zoom Webinar link. The call-in number is generally for listening only. You may also leave a written comment by emailing CitizenComment@sandy.utah.gov.",,,,,,,,,,0,0
40286,1961,138,10,6,,Council Business,,,,,,,,,,0,0
40287,1961,138,11,7,,Informational Items,,,,,,,,,,0,0
40288,1961,138,25,22,6.,City Council Holding a City Council Budget Priorities Workshop,6182,25-043,Informational Report,Agenda Ready - Work Session,,,,,,0,0
40289,1961,138,13,9,,Consent Calendar,,,,,,,,,,0,0
40290,1961,138,14,11,2.,"Approval of the January 14, 2024 Draft Minutes",6179,25-040,Minutes,Consent Agenda,approved,Ryan Mecham,Zach Robinson,1,Pass,0,1
40291,1961,138,15,12,3.,"Approval of the January 21, 2025 Draft Minutes",6181,25-042,Minutes,Consent Agenda,approved,Ryan Mecham,Zach Robinson,1,Pass,0,1
40292,1961,138,16,13,4.,"City Council considering amendments to Title 20, ""Fire Prevention"", of the Sandy City Code",6183,25-044,Ordinance,Consent Agenda,adopted,Ryan Mecham,Zach Robinson,1,Pass,0,1
40293,1961,138,17,14,,Council Voting Items,,,,,,,,,,0,0
40294,1961,138,18,15,5.,Community Development Department requesting City Council action on the Sandy Towns Rezone Application (File #REZ10042023-6631) proposing that one parcel (0.43 acre) be rezoned from the CN Zone to the RM(12) Zone.,6180,REZ10042023-006631 (CC Ord),Ordinance,Agenda Ready,adopted,Zach Robinson,Ryan Mecham,1,Pass,0,0
40295,1961,138,19,16,,Standing Reports,,,,,,,,,,0,0
40296,1961,138,20,17,,Agenda Planning Calendar Review & Council Office Director's Report,,,,,,,,,,0,0
40297,1961,138,21,18,,Council Member Business,,,,,,,,,,0,0
40298,1961,138,22,19,,Mayor's Report,,,,,,,,,,0,0
40299,1961,138,23,20,,CAO Report,,,,,,,,,,0,0
40300,1961,138,26,23,,Adjournment,,,,,,,,,,0,0
40302,1961,138,24,21,6:30,Budget Priorities Workshop,,,,,,,,,,0,0
40303,1961,138,12,8,1.,Administrative Services Department presenting the Fiscal Year 2024 Annual Comprehensive Financial Report and the Government Finance Officers Association Awards,6184,25-045,Informational Report,Agenda Ready,,,,,,0,0
40304,1961,138,,10,,Approval of the Consent Calendar,,,,,approved the Consent Calendar,Ryan Mecham,Zach Robinson,1,Pass,0,1
40365,1961,138,,2,,,,,,,,,,,,0,0
40366,1963,138,1,,,Web address to view complete packet: http://sandyutah.legistar.com,,,,,,,,,,0,0
40367,1963,138,2,,,"This Council Meeting will be conducted  both in-person, in the Sandy City Council Chambers at City Hall, and via Zoom Webinar. Residents may attend and participate in the meeting either in-person or via the webinar link below. Virtual participation is offered as a courtesy. If for any reason the virtual meeting is inoperable, virtual attendees are encouraged to instead attend in-person. The meeting will be held regardless of the availability of a virtual option.",,,,,,,,,,0,0
40368,1963,138,3,,,"Register in advance for this webinar:
https://us02web.zoom.us/webinar/register/WN_7QBNhYZtRRefMI37E2qKmA

After registering, you will receive a confirmation email containing information about joining the webinar.

Or listen by phone:
Dial(for higher quality, dial a number based on your current location):     
US: +1 669 444 9171 or +1 669 900 6833 or +1 719 359 4580 or +1 253 205 0468

Webinar ID: 870 3054 2937
Passcode: 844222",,,,,,,,,,0,0
40369,1963,138,4,,,"NOTICE OF SPECIAL ACCOMMODATION DURING PUBLIC MEETINGS In compliance with the Americans with Disabilities Act, individuals needing special accommodations during this meeting should notify the City Council Office at 801-568-7140.",,,,,,,,,,0,0
40370,1963,138,5,,5:15,Council Meeting,,,,,,,,,,0,0
40371,1963,138,6,3,,"Prayer, Pledge of Allegiance, and Introductions",,,,,,,,,,0,0
40372,1963,138,7,4,,Legislative Report,,,,,,,,,,0,0
40373,1963,138,8,5,,General Citizen Comment Period (No earlier than 6:00 PM),,,,,,,,,,0,0
40374,1963,138,9,,,"The General Citizen Comment period is the time set aside for the public to comment on any City business, including any item listed on tonight's agenda. General Citizen Comment will begin no earlier than 6:00 PM.  Citizen comment will also be taken during each Council Voting Item and each Public Hearing Item for comments related to those items.

Each speaker is allowed three minutes during each comment period.  A speaker may comment during multiple comment periods, so long as the topic of the comment is different each time. No speaker will be permitted to comment more than once during any individual comment period.

Speakers wishing to comment live should attend the meeting in person or access the meeting virtually via the Zoom Webinar link. The call-in number is generally for listening only. You may also leave a written comment by emailing CitizenComment@sandy.utah.gov.",,,,,,,,,,0,0
