year,election_type,office,contest,precinct_code,precinct_name,candidate,votes
2023,municipal primary,Council,St George City Council,0091,STG40,AROS MACKEY,43
2023,municipal primary,Council,St George City Council,0091,STG40,AUSTIN HODGES,25
2023,municipal primary,Council,St George City Council,0091,STG40,BRAD BENNETT,53
2023,municipal primary,Council,St George City Council,0091,STG40,DANNIELLE LARKIN,83
2023,municipal primary,Council,St George City Council,0091,STG40,GREG ALDRED,41
2023,municipal primary,Council,St George City Council,0091,STG40,GREGG MCARTHUR,67
2023,municipal primary,Council,St George City Council,0091,STG40,JIMMIE B. HUGHES,76
2023,municipal primary,Council,St George City Council,0091,STG40,KATHERYNE KNIGHT,30
2023,municipal primary,Council,St George City Council,0091,STG40,KIMBALL WILLARD,20
2023,municipal primary,Council,St George City Council,0091,STG40,MATTHEW L HEATON,34
2023,municipal primary,Council,St George City Council,0091,STG40,PAULA SMITH,88
2023,municipal primary,Council,St George City Council,0091,STG40,STEVE KEMP,60
2023,municipal primary,Council,St George City Council,0091,STG40,STEVEN G JENNINGS,36
2023,municipal primary,Council,St George City Council,0091,STG40,WENDI PRINCE BULKLEY,37
2023,municipal primary,Council,St George City Council,0092,STG41,AROS MACKEY,80
2023,municipal primary,Council,St George City Council,0092,STG41,AUSTIN HODGES,23
2023,municipal primary,Council,St George City Council,0092,STG41,BRAD BENNETT,86
2023,municipal primary,Council,St George City Council,0092,STG41,DANNIELLE LARKIN,69
2023,municipal primary,Council,St George City Council,0092,STG41,GREG ALDRED,30
2023,municipal primary,Council,St George City Council,0092,STG41,GREGG MCARTHUR,40
2023,municipal primary,Council,St George City Council,0092,STG41,JIMMIE B. HUGHES,63
2023,municipal primary,Council,St George City Council,0092,STG41,KATHERYNE KNIGHT,19
2023,municipal primary,Council,St George City Council,0092,STG41,KIMBALL WILLARD,6
2023,municipal primary,Council,St George City Council,0092,STG41,MATTHEW L HEATON,30
2023,municipal primary,Council,St George City Council,0092,STG41,PAULA SMITH,61
2023,municipal primary,Council,St George City Council,0092,STG41,STEVE KEMP,51
2023,municipal primary,Council,St George City Council,0092,STG41,STEVEN G JENNINGS,32
2023,municipal primary,Council,St George City Council,0092,STG41,WENDI PRINCE BULKLEY,29
2023,municipal primary,Council,St George City Council,0093,STG42,AROS MACKEY,56
2023,municipal primary,Council,St George City Council,0093,STG42,AUSTIN HODGES,19
2023,municipal primary,Council,St George City Council,0093,STG42,BRAD BENNETT,93
2023,municipal primary,Council,St George City Council,0093,STG42,DANNIELLE LARKIN,96
2023,municipal primary,Council,St George City Council,0093,STG42,GREG ALDRED,48
2023,municipal primary,Council,St George City Council,0093,STG42,GREGG MCARTHUR,99
2023,municipal primary,Council,St George City Council,0093,STG42,JIMMIE B. HUGHES,101
2023,municipal primary,Council,St George City Council,0093,STG42,KATHERYNE KNIGHT,19
2023,municipal primary,Council,St George City Council,0093,STG42,KIMBALL WILLARD,7
2023,municipal primary,Council,St George City Council,0093,STG42,MATTHEW L HEATON,45
2023,municipal primary,Council,St George City Council,0093,STG42,PAULA SMITH,59
2023,municipal primary,Council,St George City Council,0093,STG42,STEVE KEMP,78
2023,municipal primary,Council,St George City Council,0093,STG42,STEVEN G JENNINGS,35
2023,municipal primary,Council,St George City Council,0093,STG42,WENDI PRINCE BULKLEY,53
2023,municipal primary,Council,St George City Council,0094,STG43,AROS MACKEY,86
2023,municipal primary,Council,St George City Council,0094,STG43,AUSTIN HODGES,30
2023,municipal primary,Council,St George City Council,0094,STG43,BRAD BENNETT,120
2023,municipal primary,Council,St George City Council,0094,STG43,DANNIELLE LARKIN,122
2023,municipal primary,Council,St George City Council,0094,STG43,GREG ALDRED,64
2023,municipal primary,Council,St George City Council,0094,STG43,GREGG MCARTHUR,98
2023,municipal primary,Council,St George City Council,0094,STG43,JIMMIE B. HUGHES,110
2023,municipal primary,Council,St George City Council,0094,STG43,KATHERYNE KNIGHT,19
2023,municipal primary,Council,St George City Council,0094,STG43,KIMBALL WILLARD,20
2023,municipal primary,Council,St George City Council,0094,STG43,MATTHEW L HEATON,62
2023,municipal primary,Council,St George City Council,0094,STG43,PAULA SMITH,85
2023,municipal primary,Council,St George City Council,0094,STG43,STEVE KEMP,99
2023,municipal primary,Council,St George City Council,0094,STG43,STEVEN G JENNINGS,63
2023,municipal primary,Council,St George City Council,0094,STG43,WENDI PRINCE BULKLEY,68
2023,municipal primary,Council,St George City Council,0095,STG44,AROS MACKEY,45
2023,municipal primary,Council,St George City Council,0095,STG44,AUSTIN HODGES,14
2023,municipal primary,Council,St George City Council,0095,STG44,BRAD BENNETT,69
2023,municipal primary,Council,St George City Council,0095,STG44,DANNIELLE LARKIN,94
2023,municipal primary,Council,St George City Council,0095,STG44,GREG ALDRED,48
2023,municipal primary,Council,St George City Council,0095,STG44,GREGG MCARTHUR,86
2023,municipal primary,Council,St George City Council,0095,STG44,JIMMIE B. HUGHES,85
2023,municipal primary,Council,St George City Council,0095,STG44,KATHERYNE KNIGHT,32
2023,municipal primary,Council,St George City Council,0095,STG44,KIMBALL WILLARD,16
2023,municipal primary,Council,St George City Council,0095,STG44,MATTHEW L HEATON,60
2023,municipal primary,Council,St George City Council,0095,STG44,PAULA SMITH,62
2023,municipal primary,Council,St George City Council,0095,STG44,STEVE KEMP,99
2023,municipal primary,Council,St George City Council,0095,STG44,STEVEN G JENNINGS,55
2023,municipal primary,Council,St George City Council,0095,STG44,WENDI PRINCE BULKLEY,79
2023,municipal primary,Council,St George City Council,0096,STG45,AROS MACKEY,118
2023,municipal primary,Council,St George City Council,0096,STG45,AUSTIN HODGES,32
2023,municipal primary,Council,St George City Council,0096,STG45,BRAD BENNETT,150
2023,municipal primary,Council,St George City Council,0096,STG45,DANNIELLE LARKIN,184
2023,municipal primary,Council,St George City Council,0096,STG45,GREG ALDRED,90
2023,municipal primary,Council,St George City Council,0096,STG45,GREGG MCARTHUR,174
2023,municipal primary,Council,St George City Council,0096,STG45,JIMMIE B. HUGHES,157
2023,municipal primary,Council,St George City Council,0096,STG45,KATHERYNE KNIGHT,50
2023,municipal primary,Council,St George City Council,0096,STG45,KIMBALL WILLARD,39
2023,municipal primary,Council,St George City Council,0096,STG45,MATTHEW L HEATON,74
2023,municipal primary,Council,St George City Council,0096,STG45,PAULA SMITH,140
2023,municipal primary,Council,St George City Council,0096,STG45,STEVE KEMP,160
2023,municipal primary,Council,St George City Council,0096,STG45,STEVEN G JENNINGS,87
2023,municipal primary,Council,St George City Council,0096,STG45,WENDI PRINCE BULKLEY,119
2023,municipal primary,Council,St George City Council,0097,STG46,AROS MACKEY,56
2023,municipal primary,Council,St George City Council,0097,STG46,AUSTIN HODGES,17
2023,municipal primary,Council,St George City Council,0097,STG46,BRAD BENNETT,78
2023,municipal primary,Council,St George City Council,0097,STG46,DANNIELLE LARKIN,116
2023,municipal primary,Council,St George City Council,0097,STG46,GREG ALDRED,57
2023,municipal primary,Council,St George City Council,0097,STG46,GREGG MCARTHUR,79
2023,municipal primary,Council,St George City Council,0097,STG46,JIMMIE B. HUGHES,102
2023,municipal primary,Council,St George City Council,0097,STG46,KATHERYNE KNIGHT,39
2023,municipal primary,Council,St George City Council,0097,STG46,KIMBALL WILLARD,8
2023,municipal primary,Council,St George City Council,0097,STG46,MATTHEW L HEATON,50
2023,municipal primary,Council,St George City Council,0097,STG46,PAULA SMITH,75
2023,municipal primary,Council,St George City Council,0097,STG46,STEVE KEMP,103
2023,municipal primary,Council,St George City Council,0097,STG46,STEVEN G JENNINGS,37
2023,municipal primary,Council,St George City Council,0097,STG46,WENDI PRINCE BULKLEY,71
2023,municipal primary,Council,St George City Council,0098,STG47,AROS MACKEY,65
2023,municipal primary,Council,St George City Council,0098,STG47,AUSTIN HODGES,17
2023,municipal primary,Council,St George City Council,0098,STG47,BRAD BENNETT,91
2023,municipal primary,Council,St George City Council,0098,STG47,DANNIELLE LARKIN,114
2023,municipal primary,Council,St George City Council,0098,STG47,GREG ALDRED,53
2023,municipal primary,Council,St George City Council,0098,STG47,GREGG MCARTHUR,102
2023,municipal primary,Council,St George City Council,0098,STG47,JIMMIE B. HUGHES,87
2023,municipal primary,Council,St George City Council,0098,STG47,KATHERYNE KNIGHT,26
2023,municipal primary,Council,St George City Council,0098,STG47,KIMBALL WILLARD,6
2023,municipal primary,Council,St George City Council,0098,STG47,MATTHEW L HEATON,36
2023,municipal primary,Council,St George City Council,0098,STG47,PAULA SMITH,85
2023,municipal primary,Council,St George City Council,0098,STG47,STEVE KEMP,215
2023,municipal primary,Council,St George City Council,0098,STG47,STEVEN G JENNINGS,73
2023,municipal primary,Council,St George City Council,0098,STG47,WENDI PRINCE BULKLEY,96
2023,municipal primary,Council,St George City Council,0099,STG48,AROS MACKEY,64
2023,municipal primary,Council,St George City Council,0099,STG48,AUSTIN HODGES,33
2023,municipal primary,Council,St George City Council,0099,STG48,BRAD BENNETT,97
2023,municipal primary,Council,St George City Council,0099,STG48,DANNIELLE LARKIN,138
2023,municipal primary,Council,St George City Council,0099,STG48,GREG ALDRED,77
2023,municipal primary,Council,St George City Council,0099,STG48,GREGG MCARTHUR,85
2023,municipal primary,Council,St George City Council,0099,STG48,JIMMIE B. HUGHES,97
2023,municipal primary,Council,St George City Council,0099,STG48,KATHERYNE KNIGHT,43
2023,municipal primary,Council,St George City Council,0099,STG48,KIMBALL WILLARD,25
2023,municipal primary,Council,St George City Council,0099,STG48,MATTHEW L HEATON,35
2023,municipal primary,Council,St George City Council,0099,STG48,PAULA SMITH,79
2023,municipal primary,Council,St George City Council,0099,STG48,STEVE KEMP,105
2023,municipal primary,Council,St George City Council,0099,STG48,STEVEN G JENNINGS,34
2023,municipal primary,Council,St George City Council,0099,STG48,WENDI PRINCE BULKLEY,87
2023,municipal primary,Council,St George City Council,0100,STG49,AROS MACKEY,60
2023,municipal primary,Council,St George City Council,0100,STG49,AUSTIN HODGES,36
2023,municipal primary,Council,St George City Council,0100,STG49,BRAD BENNETT,89
2023,municipal primary,Council,St George City Council,0100,STG49,DANNIELLE LARKIN,122
2023,municipal primary,Council,St George City Council,0100,STG49,GREG ALDRED,71
2023,municipal primary,Council,St George City Council,0100,STG49,GREGG MCARTHUR,108
2023,municipal primary,Council,St George City Council,0100,STG49,JIMMIE B. HUGHES,116
2023,municipal primary,Council,St George City Council,0100,STG49,KATHERYNE KNIGHT,40
2023,municipal primary,Council,St George City Council,0100,STG49,KIMBALL WILLARD,24
2023,municipal primary,Council,St George City Council,0100,STG49,MATTHEW L HEATON,66
2023,municipal primary,Council,St George City Council,0100,STG49,PAULA SMITH,92
2023,municipal primary,Council,St George City Council,0100,STG49,STEVE KEMP,114
2023,municipal primary,Council,St George City Council,0100,STG49,STEVEN G JENNINGS,74
2023,municipal primary,Council,St George City Council,0100,STG49,WENDI PRINCE BULKLEY,60
2023,municipal primary,Council,St George City Council,0101,STG50,AROS MACKEY,64
2023,municipal primary,Council,St George City Council,0101,STG50,AUSTIN HODGES,11
2023,municipal primary,Council,St George City Council,0101,STG50,BRAD BENNETT,79
2023,municipal primary,Council,St George City Council,0101,STG50,DANNIELLE LARKIN,115
2023,municipal primary,Council,St George City Council,0101,STG50,GREG ALDRED,54
2023,municipal primary,Council,St George City Council,0101,STG50,GREGG MCARTHUR,111
2023,municipal primary,Council,St George City Council,0101,STG50,JIMMIE B. HUGHES,113
2023,municipal primary,Council,St George City Council,0101,STG50,KATHERYNE KNIGHT,30
2023,municipal primary,Council,St George City Council,0101,STG50,KIMBALL WILLARD,10
2023,municipal primary,Council,St George City Council,0101,STG50,MATTHEW L HEATON,46
2023,municipal primary,Council,St George City Council,0101,STG50,PAULA SMITH,77
2023,municipal primary,Council,St George City Council,0101,STG50,STEVE KEMP,110
2023,municipal primary,Council,St George City Council,0101,STG50,STEVEN G JENNINGS,64
2023,municipal primary,Council,St George City Council,0101,STG50,WENDI PRINCE BULKLEY,77
2023,municipal primary,Council,St George City Council,0102,STG51,AROS MACKEY,74
2023,municipal primary,Council,St George City Council,0102,STG51,AUSTIN HODGES,21
2023,municipal primary,Council,St George City Council,0102,STG51,BRAD BENNETT,84
2023,municipal primary,Council,St George City Council,0102,STG51,DANNIELLE LARKIN,102
2023,municipal primary,Council,St George City Council,0102,STG51,GREG ALDRED,64
2023,municipal primary,Council,St George City Council,0102,STG51,GREGG MCARTHUR,90
2023,municipal primary,Council,St George City Council,0102,STG51,JIMMIE B. HUGHES,90
2023,municipal primary,Council,St George City Council,0102,STG51,KATHERYNE KNIGHT,27
2023,municipal primary,Council,St George City Council,0102,STG51,KIMBALL WILLARD,23
2023,municipal primary,Council,St George City Council,0102,STG51,MATTHEW L HEATON,53
2023,municipal primary,Council,St George City Council,0102,STG51,PAULA SMITH,92
2023,municipal primary,Council,St George City Council,0102,STG51,STEVE KEMP,96
2023,municipal primary,Council,St George City Council,0102,STG51,STEVEN G JENNINGS,38
2023,municipal primary,Council,St George City Council,0102,STG51,WENDI PRINCE BULKLEY,63
2023,municipal primary,Council,St George City Council,0103,STG52,AROS MACKEY,38
2023,municipal primary,Council,St George City Council,0103,STG52,AUSTIN HODGES,13
2023,municipal primary,Council,St George City Council,0103,STG52,BRAD BENNETT,42
2023,municipal primary,Council,St George City Council,0103,STG52,DANNIELLE LARKIN,72
2023,municipal primary,Council,St George City Council,0103,STG52,GREG ALDRED,46
