session,bill_no,title,sponsor,relevance,bill_url
2021GS,HB0291,Residential Picketing Prohibition,"Rep. Wilcox, R.",,https://le.utah.gov/~2021/bills/static/HB0291.html
2021GS,HB0292,Children's Health Insurance Plan Amendments,"Rep. Dunnigan, J.",,https://le.utah.gov/~2021/bills/static/HB0292.html
2021GS,HB0293,Open Meeting Minutes Amendments,"Rep. Petersen, M.",,https://le.utah.gov/~2021/bills/static/HB0293.html
2021GS,HB0294,Pandemic Emergency Powers Amendments,"Rep. Ray, P.",,https://le.utah.gov/~2021/bills/static/HB0294.html
2021GS,HB0295,Wildlife Modifications,"Rep. Snider, C.",,https://le.utah.gov/~2021/bills/static/HB0295.html
2021GS,HB0296,Soil Health Amendments,"Rep. Ferry, J.",,https://le.utah.gov/~2021/bills/static/HB0296.html
2021GS,HB0297,Colorado River Amendments,"Rep. Wilson, B.",,https://le.utah.gov/~2021/bills/static/HB0297.html
2021GS,HB0298,Utility Proceedings Amendments,"Rep. Handy, S.",,https://le.utah.gov/~2021/bills/static/HB0298.html
2021GS,HB0299,Mental Health Wellbeing in Schools Pilot Program,"Rep. Watkins, C.",,https://le.utah.gov/~2021/bills/static/HB0299.html
2021GS,HB0300,Reporting Requirements for Local Education Agencies,"Rep. Pulsipher, S.",,https://le.utah.gov/~2021/bills/static/HB0300.html
2021GS,HB0301,Domestic Violence Training Amendments,"Rep. Pierucci, C.",,https://le.utah.gov/~2021/bills/static/HB0301.html
2021GS,HB0302,Preserving Sports for Female Students,"Rep. Birkeland, K.",,https://le.utah.gov/~2021/bills/static/HB0302.html
2021GS,HB0303,Emergency Medical Services Revisions,"Rep. Johnson, D.N.",,https://le.utah.gov/~2021/bills/static/HB0303.html
2021GS,HB0304,Digital Opportunity Access Amendments,"Rep. Dailey-Provost, J.",,https://le.utah.gov/~2021/bills/static/HB0304.html
2021GS,HB0305,Quality Growth Act,"Rep. Ferry, J.",,https://le.utah.gov/~2021/bills/static/HB0305.html
2021GS,HB0306,Liability for Providing Services to Disabled Adults,"Rep. Judkins, M.",,https://le.utah.gov/~2021/bills/static/HB0306.html
2021GS,HB0307,Training for Peace Officers,"Rep. Christiansen, S.",,https://le.utah.gov/~2021/bills/static/HB0307.html
2021GS,HB0308,Covid-19 Vaccine Amendments,"Rep. Spendlove, R.",,https://le.utah.gov/~2021/bills/static/HB0308.html
2021GS,HB0309,Intergenerational Poverty Work and Self-sufficiency Tax Credit,"Rep. Spendlove, R.",,https://le.utah.gov/~2021/bills/static/HB0309.html
2021GS,HB0310,Campaign Finance Modifications,"Rep. Harrison, S.",,https://le.utah.gov/~2021/bills/static/HB0310.html
2021GS,HB0311,Sentencing Amendments,"Rep. Acton, C.K.",,https://le.utah.gov/~2021/bills/static/HB0311.html
2021GS,HB0312,State Residency Amendments,"Rep. Teuscher, J.",,https://le.utah.gov/~2021/bills/static/HB0312.html
2021GS,HB0313,Heritage and Arts Amendments,"Rep. Winder, M.",,https://le.utah.gov/~2021/bills/static/HB0313.html
2021GS,HB0314,Motorboat Agreements Act,"Rep. Gibson, F.",,https://le.utah.gov/~2021/bills/static/HB0314.html
2021GS,HB0315,Candidacy Amendments,"Rep. Sagers, D.",,https://le.utah.gov/~2021/bills/static/HB0315.html
2021GS,HB0316,Common Law Marriage Amendments,"Rep. Teuscher, J.",,https://le.utah.gov/~2021/bills/static/HB0316.html
2021GS,HB0317,Eminent Domain Amendments,"Rep. Petersen, M.",eminent_domain,https://le.utah.gov/~2021/bills/static/HB0317.html
2021GS,HB0318,Higher Education Amendments,"Rep. Ballard, M.G.",,https://le.utah.gov/~2021/bills/static/HB0318.html
2021GS,HB0319,Emergency Volunteer Health Practitioners Act Amendments,"Rep. Ward, R.",,https://le.utah.gov/~2021/bills/static/HB0319.html
2021GS,HB0320,Enterprise Zone Tax Credit Amendments,"Rep. Sagers, D.",zoning,https://le.utah.gov/~2021/bills/static/HB0320.html
2021GS,HB0321,Division of Consumer Protection Amendments,"Rep. Dunnigan, J.",,https://le.utah.gov/~2021/bills/static/HB0321.html
2021GS,HB0322,Amusement Ride Safety Amendments,"Rep. Hawkes, T.",,https://le.utah.gov/~2021/bills/static/HB0322.html
2021GS,HB0323,High Poverty Schools Teacher Bonus Program Amendments,"Rep. Winder, M.",,https://le.utah.gov/~2021/bills/static/HB0323.html
2021GS,HB0324,Alimony Amendments,"Rep. Teuscher, J.",,https://le.utah.gov/~2021/bills/static/HB0324.html
2021GS,HB0325,Office of Licensing Amendments,"Rep. Bennion, G.",,https://le.utah.gov/~2021/bills/static/HB0325.html
2021GS,HB0326,Performance Reporting and Efficiency Requirements,"Rep. Ballard, M.G.",,https://le.utah.gov/~2021/bills/static/HB0326.html
2021GS,HB0327,Civic Thought and Leadership Initiative,"Rep. Burton, J.",,https://le.utah.gov/~2021/bills/static/HB0327.html
2021GS,HB0328,Adult Learners Grant Program,"Rep. Snow, V. L.",,https://le.utah.gov/~2021/bills/static/HB0328.html
2021GS,HB0329,Expungement Revisions,"Rep. Pierucci, C.",,https://le.utah.gov/~2021/bills/static/HB0329.html
2021GS,HB0330,Restorative Justice Definition,"Rep. Stoddard, A.",,https://le.utah.gov/~2021/bills/static/HB0330.html
2021GS,HB0331,Income Tax Reductions,"Rep. Seegmiller, T.",,https://le.utah.gov/~2021/bills/static/HB0331.html
2021GS,HB0332,Medicaid Fraud Control Unit Amendments,"Rep. Last, B.",,https://le.utah.gov/~2021/bills/static/HB0332.html
2021GS,HB0333,Medicaid Amendments,"Rep. Eliason, S.",,https://le.utah.gov/~2021/bills/static/HB0333.html
2021GS,HB0334,Special Needs Training for Law Enforcement Amendments,"Rep. Eliason, S.",,https://le.utah.gov/~2021/bills/static/HB0334.html
2021GS,HB0335,Investment Fees Amendments,"Rep. Robertson, A.",,https://le.utah.gov/~2021/bills/static/HB0335.html
2021GS,HB0336,Suicide Prevention Amendments,"Rep. Eliason, S.",,https://le.utah.gov/~2021/bills/static/HB0336.html
2021GS,HB0337,Child Mental Health Amendments,"Rep. Eliason, S.",,https://le.utah.gov/~2021/bills/static/HB0337.html
2021GS,HB0338,School District Voter Eligibility Amendments,"Rep. Briscoe, J.",,https://le.utah.gov/~2021/bills/static/HB0338.html
2021GS,HB0339,Involuntary Commitment Amendments,"Rep. Dailey-Provost, J.",,https://le.utah.gov/~2021/bills/static/HB0339.html
2021GS,HB0340,Mathematics and Science Opportunities for Students and Teachers Program,"Rep. Eliason, S.",,https://le.utah.gov/~2021/bills/static/HB0340.html
2021GS,HB0341,Bears Ears Visitor Center Advisory Committee,"Rep. Owens, D.",,https://le.utah.gov/~2021/bills/static/HB0341.html
2021GS,HB0342,Government Enterprise Amendments,"Rep. Strong, M.A.",,https://le.utah.gov/~2021/bills/static/HB0342.html
2021GS,HB0343,School Emergency Drills Amendments,"Rep. Moss, C.",,https://le.utah.gov/~2021/bills/static/HB0343.html
2021GS,HB0344,Program Eligibility Amendments,"Rep. Christiansen, S.",,https://le.utah.gov/~2021/bills/static/HB0344.html
2021GS,HB0345,School Resource Officers Amendments,"Rep. Hollins, S.",,https://le.utah.gov/~2021/bills/static/HB0345.html
2021GS,HB0346,Natural Resources Entities Amendments,"Rep. Snider, C.",,https://le.utah.gov/~2021/bills/static/HB0346.html
2021GS,HB0347,Homeless Services Amendments,"Rep. Eliason, S.",,https://le.utah.gov/~2021/bills/static/HB0347.html
2021GS,HB0348,Economic Development Amendments,"Rep. Hawkes, T.",,https://le.utah.gov/~2021/bills/static/HB0348.html
2021GS,HB0349,English as a Second Language Amendments,"Rep. Peterson, V.",,https://le.utah.gov/~2021/bills/static/HB0349.html
2021GS,HB0350,Mental Health Records Confidentiality Amendments,"Rep. Eliason, S.",,https://le.utah.gov/~2021/bills/static/HB0350.html
2021GS,HB0351,Parental Leave Amendments,"Rep. Collard, C.",,https://le.utah.gov/~2021/bills/static/HB0351.html
2021GS,HB0352,State Identification Amendments,"Rep. Lesser, R.",,https://le.utah.gov/~2021/bills/static/HB0352.html
2021GS,HB0353,Barber Licensing Amendments,"Rep. Lyman, P.",,https://le.utah.gov/~2021/bills/static/HB0353.html
2021GS,HB0354,Rural Municipal Economic Development Loan Program,"Rep. Stenquist, J.",,https://le.utah.gov/~2021/bills/static/HB0354.html
2021GS,HB0355,Workers' Compensation Revisions,"Rep. Hawkes, T.",,https://le.utah.gov/~2021/bills/static/HB0355.html
2021GS,HB0356,Rural Economic Development Tax Increment Financing,"Rep. Albrecht, C.",,https://le.utah.gov/~2021/bills/static/HB0356.html
2021GS,HB0357,Written Agreement Amendments,"Rep. Abbott, N.",,https://le.utah.gov/~2021/bills/static/HB0357.html
2021GS,HB0358,Guardianship Amendments,"Rep. Spendlove, R.",,https://le.utah.gov/~2021/bills/static/HB0358.html
2021GS,HB0359,Dental Billing Amendments,"Rep. Dunnigan, J.",,https://le.utah.gov/~2021/bills/static/HB0359.html
2021GS,HB0360,Telephone Solicitation Amendments,"Rep. Barlow, S.",,https://le.utah.gov/~2021/bills/static/HB0360.html
2021GS,HB0361,Minimum Wage Modifications,"Rep. Matthews, A.",,https://le.utah.gov/~2021/bills/static/HB0361.html
2021GS,HB0362,Utah Housing Corporation Amendments,"Rep. Ward, R.",housing,https://le.utah.gov/~2021/bills/static/HB0362.html
2021GS,HB0363,Medicaid Waiver for New Mothers,"Rep. Ward, R.",,https://le.utah.gov/~2021/bills/static/HB0363.html
2021GS,HB0364,Utah Lake Authority,"Rep. Brammer, B.",,https://le.utah.gov/~2021/bills/static/HB0364.html
2021GS,HB0365,State Agency Realignment,"Rep. Ray, P.",,https://le.utah.gov/~2021/bills/static/HB0365.html
2021GS,HB0366,Emergency Preparedness Amendments,"Rep. Collard, C.",,https://le.utah.gov/~2021/bills/static/HB0366.html
2021GS,HB0367,Qualified Immunity Amendments,"Rep. King, Brian S.",,https://le.utah.gov/~2021/bills/static/HB0367.html
2021GS,HB0368,State Planning Agencies Amendments,"Rep. Spendlove, R.",,https://le.utah.gov/~2021/bills/static/HB0368.html
2021GS,HB0369,School Bus Inspection Amendments,"Rep. Musselman, C.R.",,https://le.utah.gov/~2021/bills/static/HB0369.html
2021GS,HB0370,Earned Wage Access Services Act,"Rep. Dunnigan, J.",,https://le.utah.gov/~2021/bills/static/HB0370.html
2021GS,HB0371,Alcoholic Beverage Control Amendments,"Rep. Waldrip, S.",,https://le.utah.gov/~2021/bills/static/HB0371.html
2021GS,HB0372,Start Smart Utah Breakfast Program Amendments,"Rep. Johnson, D.N.",,https://le.utah.gov/~2021/bills/static/HB0372.html
2021GS,HB0373,Conviction Reduction Amendments,"Rep. Teuscher, J.",,https://le.utah.gov/~2021/bills/static/HB0373.html
2021GS,HB0374,Restrictive Covenants Amendments,"Rep. Winder, M.",,https://le.utah.gov/~2021/bills/static/HB0374.html
2021GS,HB0375,Agriculture Amendments,"Rep. Handy, S.",,https://le.utah.gov/~2021/bills/static/HB0375.html
2021GS,HB0376,Fitness Facility Membership Amendments,"Rep. Ray, P.",,https://le.utah.gov/~2021/bills/static/HB0376.html
2021GS,HB0377,Local Government Curfew Amendments,"Rep. Birkeland, K.",,https://le.utah.gov/~2021/bills/static/HB0377.html
2021GS,HB0378,Education Standards Review Committee Amendments,"Rep. Last, B.",,https://le.utah.gov/~2021/bills/static/HB0378.html
2021GS,HB0379,Board of Pardons Amendments,"Rep. Ray, P.",,https://le.utah.gov/~2021/bills/static/HB0379.html
2021GS,HB0380,Medical Examiner Revisions,"Rep. Ward, R.",,https://le.utah.gov/~2021/bills/static/HB0380.html
2021GS,HB0381,Grow Your Own Teacher and School Counselor Pipeline Program,"Rep. Moss, J.",,https://le.utah.gov/~2021/bills/static/HB0381.html
2021GS,HB0382,Online Course Access Amendments,"Rep. Birkeland, K.",,https://le.utah.gov/~2021/bills/static/HB0382.html
2021GS,HB0383,Flag Display Amendments,"Rep. Gwynn, M.",,https://le.utah.gov/~2021/bills/static/HB0383.html
2021GS,HB0384,Health Data Privacy Act,"Rep. Strong, M.A.",,https://le.utah.gov/~2021/bills/static/HB0384.html
2021GS,HB0385,Antidiscrimination Act Amendments,"Rep. Petersen, M.",,https://le.utah.gov/~2021/bills/static/HB0385.html
2021GS,HB0386,Transportation of Dogs,"Rep. Matthews, A.",,https://le.utah.gov/~2021/bills/static/HB0386.html
2021GS,HB0387,Clean Air for Schools Pilot Program,"Rep. Owens, D.",,https://le.utah.gov/~2021/bills/static/HB0387.html
2021GS,HB0388,State Energy Policy Amendments,"Rep. Albrecht, C.",,https://le.utah.gov/~2021/bills/static/HB0388.html
2021GS,HB0389,Medicaid Recovery Amendments,"Rep. Birkeland, K.",,https://le.utah.gov/~2021/bills/static/HB0389.html
2021GS,HB0390,Urban Farming Amendments,"Rep. Kohler, M.",,https://le.utah.gov/~2021/bills/static/HB0390.html
2021GS,HB0391,Apprenticeship Nomenclature Act,"Rep. Winder, M.",,https://le.utah.gov/~2021/bills/static/HB0391.html
2021GS,HB0392,Safety Inspection Amendments,"Rep. Weight, E.",,https://le.utah.gov/~2021/bills/static/HB0392.html
2021GS,HB0393,Low Performing Schools Amendments,"Rep. Last, B.",,https://le.utah.gov/~2021/bills/static/HB0393.html
2021GS,HB0394,Collection Agency Amendments,"Rep. Ray, P.",,https://le.utah.gov/~2021/bills/static/HB0394.html
2021GS,HB0395,Charter School Finance Amendments,"Rep. Waldrip, S.",,https://le.utah.gov/~2021/bills/static/HB0395.html
2021GS,HB0396,Uninsured and Underinsured Motorist Amendments,"Rep. Stratton, K.",,https://le.utah.gov/~2021/bills/static/HB0396.html
2021GS,HB0397,Brand Inspectors Amendments,"Rep. Stratton, K.",,https://le.utah.gov/~2021/bills/static/HB0397.html
2021GS,HB0398,Public Prosecutor Amendments,"Rep. Pitcher, S.",,https://le.utah.gov/~2021/bills/static/HB0398.html
2021GS,HB0399,Approval of Nonhazardous Solid or Hazardous Waste Facilities,"Rep. Hawkes, T.",,https://le.utah.gov/~2021/bills/static/HB0399.html
2021GS,HB0400,Cost Cutting Reporting Initiative,"Rep. Seegmiller, T.",,https://le.utah.gov/~2021/bills/static/HB0400.html
2021GS,HB0401,Fee Amendments,"Rep. Waldrip, S.",,https://le.utah.gov/~2021/bills/static/HB0401.html
2021GS,HB0402,School Transportation Funding Amendments,"Rep. Johnson, D.N.",,https://le.utah.gov/~2021/bills/static/HB0402.html
2021GS,HB0403,Business Expansion and Retention Amendments,"Rep. Watkins, C.",,https://le.utah.gov/~2021/bills/static/HB0403.html
2021GS,HB0404,Utah Immigration Assistance Center,"Rep. Ferry, J.",,https://le.utah.gov/~2021/bills/static/HB0404.html
2021GS,HB0405,Food Stamp Eligibility Amendments,"Rep. Teuscher, J.",,https://le.utah.gov/~2021/bills/static/HB0405.html
2021GS,HB0406,Marriage Revisions,"Rep. Ballard, M.G.",,https://le.utah.gov/~2021/bills/static/HB0406.html
2021GS,HB0407,Utah Pioneer Standard Issue License Plate Amendments,"Rep. Ballard, M.G.",,https://le.utah.gov/~2021/bills/static/HB0407.html
2021GS,HB0408,School and Institutional Trust Amendments,"Rep. Last, B.",,https://le.utah.gov/~2021/bills/static/HB0408.html
2021GS,HB0409,Municipal and County Land Use and Development Revisions,"Rep. Waldrip, S.","land_use,municipal_land",https://le.utah.gov/~2021/bills/static/HB0409.html
2021GS,HB0410,Juvenile Justice Amendments,"Rep. Snow, V. L.",,https://le.utah.gov/~2021/bills/static/HB0410.html
2021GS,HB0411,Restriction on Governmental Sharing of Information on Individuals,"Rep. Lisonbee, K.",,https://le.utah.gov/~2021/bills/static/HB0411.html
2021GS,HB0412,Court-appointed Therapists Amendments,"Rep. Teuscher, J.",,https://le.utah.gov/~2021/bills/static/HB0412.html
2021GS,HB0413,Redistricting Revisions,"Rep. Ray, P.",,https://le.utah.gov/~2021/bills/static/HB0413.html
2021GS,HB0414,Uniform Easement Relocation Act,"Rep. Snow, V. L.",,https://le.utah.gov/~2021/bills/static/HB0414.html
2021GS,HB0415,Executive Order Review Process Amendments,"Rep. Lyman, P.",,https://le.utah.gov/~2021/bills/static/HB0415.html
2021GS,HB0416,Local Tax Sales Amendments,"Rep. Hall, C.",,https://le.utah.gov/~2021/bills/static/HB0416.html
2021GS,HB0417,Charter School Authorization Amendments,"Rep. Robertson, A.",,https://le.utah.gov/~2021/bills/static/HB0417.html
2021GS,HB0418,Uniform Partition of Heirs' Property Act,"Rep. Snow, V. L.",,https://le.utah.gov/~2021/bills/static/HB0418.html
2021GS,HB0419,Insurance Coverage for Volunteer Emergency Medical Service Personnel,"Rep. Lund, S.",,https://le.utah.gov/~2021/bills/static/HB0419.html
2021GS,HB0420,Pet Store Amendments,"Rep. King, Brian S.",,https://le.utah.gov/~2021/bills/static/HB0420.html
2021GS,HB0421,Intensive Services Pilot Program,"Rep. Judkins, M.",,https://le.utah.gov/~2021/bills/static/HB0421.html
2021GS,HB0422,Political Subdivision Civil Liability Amendments,"Rep. Brammer, B.",subdivision,https://le.utah.gov/~2021/bills/static/HB0422.html
2021GS,HB0423,Alternating Proprietorship Options,"Rep. Briscoe, J.",,https://le.utah.gov/~2021/bills/static/HB0423.html
2021GS,HB0424,Alcohol Beverage Act Affordable Housing Fund,"Rep. Owens, D.",housing,https://le.utah.gov/~2021/bills/static/HB0424.html
2021GS,HB0425,Education Monitoring and Funds Management Amendments,"Rep. Snow, V. L.",,https://le.utah.gov/~2021/bills/static/HB0425.html
2021GS,HB0426,Therapy Animals Amendments,"Rep. Judkins, M.",,https://le.utah.gov/~2021/bills/static/HB0426.html
2021GS,HB0427,Contraceptive Equity Amendments,"Rep. Lesser, R.",,https://le.utah.gov/~2021/bills/static/HB0427.html
2021GS,HB0428,Public Education Governance and Appeals,"Rep. Waldrip, S.",,https://le.utah.gov/~2021/bills/static/HB0428.html
2021GS,HB0429,Tobacco Sales to Minors Amendments,"Rep. Nelson, M.",,https://le.utah.gov/~2021/bills/static/HB0429.html
2021GS,HB0430,Student Safety Education for Parents Amendments,"Rep. Eliason, S.",,https://le.utah.gov/~2021/bills/static/HB0430.html
2021GS,HB0431,Nonprofit Corporation Act Amendments,"Rep. Snow, V. L.",,https://le.utah.gov/~2021/bills/static/HB0431.html
2021GS,HB0432,Online Beer Order and Delivery Amendments,"Rep. Briscoe, J.",,https://le.utah.gov/~2021/bills/static/HB0432.html
2021GS,HB0433,Amendments Related to Infrastructure Funding,"Rep. Schultz, M.",,https://le.utah.gov/~2021/bills/static/HB0433.html
2021GS,HB0434,Rural Coworking and Innovation Center Grant Program Amendments,"Rep. Albrecht, C.",,https://le.utah.gov/~2021/bills/static/HB0434.html
2021GS,HB0435,Medical Cannabis Revisions,"Rep. Dailey-Provost, J.",,https://le.utah.gov/~2021/bills/static/HB0435.html
2021GS,HB0436,Wind Energy Facility Siting Amendments,"Rep. Ray, P.",,https://le.utah.gov/~2021/bills/static/HB0436.html
2021GS,HB0437,Official State Language Repeal,"Rep. Kwan, K.",,https://le.utah.gov/~2021/bills/static/HB0437.html
2021GS,HB0438,Law Enforcement Retirement Amendments,"Rep. Birkeland, K.",,https://le.utah.gov/~2021/bills/static/HB0438.html
2021GS,HB0439,Peer-to-peer Car Sharing Act,"Rep. Spendlove, R.",,https://le.utah.gov/~2021/bills/static/HB0439.html
2021GS,HB0440,Local District Modifications,"Rep. Moss, J.",,https://le.utah.gov/~2021/bills/static/HB0440.html
2021GS,HB0441,Civil Commitment and Competency Amendments,"Rep. Ray, P.",,https://le.utah.gov/~2021/bills/static/HB0441.html
2021GS,HB0442,Election Integrity Amendments,"Rep. Eliason, S.",,https://le.utah.gov/~2021/bills/static/HB0442.html
2021GS,HB0443,Financial Disclosures Amendments,"Rep. Stenquist, J.",,https://le.utah.gov/~2021/bills/static/HB0443.html
2021GS,HB0444,Sales and Use Tax Refund Modifications,"Rep. Watkins, C.",,https://le.utah.gov/~2021/bills/static/HB0444.html
