legistar_matter_id,matter_file,name,title,matter_type,status,intro_body,intro_date,agenda_date,passed_date,enactment_number,application_id
5443,23-251,,Possible Closed Session to discuss pending or reasonably imminent litigation.,Informational Report,Passed,City Council,2023-06-23,2023-06-27,2023-06-27,,
5444,23-252,,"Approval of the June 13, 2023 Sandy City Council Draft Minutes",Minutes,Consent Agenda,City Council,2023-06-26,2023-07-11,,,
5445,23-253,,Election of City Council Chair and Vice Chair,Appointment,Agenda Ready,City Council,2023-07-06,2023-07-11,,,
5446,23-254,,City Council discussion of funding mechanisms for various capital facilities projects,Informational Report,Passed,City Council,2023-07-06,2023-07-11,2023-07-11,,
5447,23-255,,"Possible Closed Session: character, professional competence, or physical or mental health of an individual.",Informational Report,Passed,City Council,2023-07-06,2023-07-11,2023-07-11,,
5448,CA05252023-0006537,,"Amendments to Title 21 of the Land Development Code, Chapter 19, Special Development (SD) Districts, Section 20, SD (Carnation) -10600 S. 1000 E.",Planning Item,Passed,Planning Commission,2023-07-06,2023-07-20,2023-07-20,,5448
5449,CA06282023-0006555,,Amendments to Title 21 of the Land Development Code related to Major Sports Venue Sign Theme,Planning Item,Passed,Planning Commission,2023-07-06,2023-07-20,2023-07-20,,5449
5450,23-258,,Special Recognition of the Sandy Arts Guild in recognition of receiving the 2023 Best of State Award for Community Theater,Special Recognition,Agenda Ready - Work Session,City Council,2023-07-06,2023-07-11,,,
5451,23-259,,Public Utilities Department presenting on an Interlocal Agreement for road improvements along 300 West and Dry Creek Channel within South Jordan City Boundaries.,Informational Report,Agenda Ready - Work Session,City Council,2023-07-06,2023-07-11,,,
5452,23-260,,Public Works Department presenting a progress update on the spring Bulk Waste collection.,Informational Report,Agenda Ready - Work Session,City Council,2023-07-06,2023-07-11,,,
5453,23-261,,Community Development Department presenting the 2023 Moderate Income Housing Report.,Informational Report,Agenda Ready,City Council,2023-07-06,2023-07-11,,,
5454,CUP06072023-006544,,Blackmoon Wellness Center (Conditional Use Permit) 8807 S. 700 E. Quarry Bend Community,Planning Item,Passed,Planning Commission,2023-07-07,2023-07-20,2023-07-20,,5454
5455,SGN06282023-031053,,Real Salt Lake America First Field (Sign Theme Amendment) 9256 S. State St. Civic Center Community,Planning Item,Passed,Planning Commission,2023-07-07,2023-07-20,2023-07-20,,5455
5456,23-265,,General Citizen Comment Period (No earlier than 6:00 PM),Informational Report,Agenda Ready - Work Session,City Council,2023-07-07,2023-07-11,,,
5457,CA06282023-0006555 (CC-WS),,Amendments to Title 21 of the Land Development Code related to Major Sports Venue Sign Theme,Informational Report,Agenda Ready,City Council,2023-07-07,2023-07-25,,,
5458,CA06282023-0006555 (CC),,Amendments to Title 21 of the Land Development Code related to Major Sports Venue Sign Theme,Ordinance,Agenda Ready,City Council,2023-07-07,2023-08-08,,,5458
5459,REZ05082023-006530 (PC),,Sanders Road Office Rezone 1200 E. Sanders Road [Community #14],Planning Item,Passed,Planning Commission,2023-07-11,2023-07-20,2023-07-20,,5459
5460,SPR04242023-006523,,"Sandy Amphitheater Expansion (Modified Site Plan Review) 1245 E. 9400 S. [Quarry Bend, Community #7]",Planning Item,Passed,Planning Commission,2023-07-11,2023-07-20,2023-07-20,,5460
5461,23-270,,"Minutes from June 15, 2023",Minutes,Agenda Ready,Planning Commission,2023-07-11,2023-07-20,,,
5462,23-271,,Map,Informational Report,Agenda Ready,Planning Commission,2023-07-11,2023-07-20,,,
5463,23-272,,Development Report,Informational Report,Agenda Ready,Planning Commission,2023-07-11,2023-07-20,,,
5464,ANEX05032023-006528 (PC),,Riverscape Annexation 8700 S. 700 W.,Planning Item,Tabled,Planning Commission,2023-07-11,2023-07-20,,,5464
5465,SUB10122021-006180,,"South Towne Center Mall Subdivision Amended (Commercial Subdivision Amendment) 10450 S. State Street [Commercial Area, Community #9]",Planning Item,Passed,Planning Commission,2023-07-12,2023-07-20,2023-07-20,,5465
5466,23-275,,Council to consider the re-appointment of expiring members to the Community Development Block Grant (CDBG) Committee,Resolution,Consent Agenda,City Council,2023-07-12,2023-07-18,,,
5467,23-276,,Public Utilities Department presenting on an Interlocal Agreement for road improvements along 300 West and Dry Creek Channel within South Jordan City Boundaries.,Resolution,Consent Agenda,City Council,2023-07-12,2023-07-18,,,
5468,23-277,,"Approval of the June 20, 2023 Sandy City Council Draft Minutes.",Minutes,Consent Agenda,City Council,2023-07-13,2023-07-18,,,
5469,CA05252023-0006537 (CC-WS),,"Amendments to Title 21 of the Land Development Code, Chapter 19, Special Development (SD) Districts, Section 20, SD (Carnation) -10600 S. 1000 E.",Informational Report,Agenda Ready,City Council,2023-07-13,2023-08-08,,,
5470,CA05252023-0006537 (CC),,"Amendments to Title 21 of the Land Development Code, Chapter 19, Special Development (SD) Districts, Section 20, SD (Carnation) -10600 S. 1000 E.",Ordinance,Failed,City Council,2023-07-13,2023-08-29,2023-08-29,,5470
5471,23-280,,"Approval of the June 27, 2023 City Council Draft Minutes",Minutes,Consent Agenda,City Council,2023-07-14,2023-07-18,,,
5472,23-281,,General Citizen Comment Period (No earlier than 6:00 PM),Informational Report,Agenda Ready,City Council,2023-07-14,2023-07-18,,,
5473,23-282,,City Council discussing ten year Administrative Department Management Study schedule,Informational Report,Agenda Ready,City Council,2023-07-17,2023-07-25,,,
5475,23-284,,Council to consider the re-appointment of expiring members to the Community Development Block Grant (CDBG) Committee,Resolution,Consent Agenda,City Council,2023-07-20,2023-07-25,,,
5477,23-286,,"Special Recognition of the Healthy Sandy Champion, Mr. Greg Shaw in honor of his service and commitment to the Sandy City community.",Special Recognition,Agenda Ready,City Council,2023-07-20,2023-07-25,,,
5478,23-287,,"First Reading: Council Member Robinson proposing that the Council prepare and adopt a ""no-solicitors"" ordinance",Informational Report,Agenda Ready,City Council,2023-07-20,2023-07-25,,,
5479,23-288,,City Council Considering a Fire Station 31 General Obligation Bond,Resolution,Agenda Ready,City Council,2023-07-21,2023-07-25,,,
5480,23-289,,"Public Meeting: City Council consideration and vote whether or not to approve Public Works’ request for the use of eminent domain authority, pursuant to Utah Code Ann. § 78B-6-505, to condemn property located at approximately 462 West 9400 South, Sandy, UT 84070 owned by Bowen Investments, LLC.",Resolution,Agenda Ready,City Council,2023-07-21,2023-07-25,,,
5481,23-290,,General Citizen Comment Period (No earlier than 6:00 PM),Informational Report,Agenda Ready,City Council,2023-07-21,2023-07-25,,,
5482,SUB06052023-006543,,"Rainbow Oaks P.U.D. Amended (Preliminary Subdivision Review) 11489 S Oberland Road [Bell Canyon, Community #27]",Planning Item,Passed,Planning Commission,2023-07-25,2023-08-03,2023-08-03,,5482
5483,23-292,,Map,Informational Report,Agenda Ready,Planning Commission,2023-07-25,2023-08-03,,,
5484,23-293,,"Minutes from July 20, 2023 Meeting",Informational Report,Agenda Ready,Planning Commission,2023-07-25,2023-08-03,,,
5485,23-294,,Development Report,Resolution,Agenda Ready,Planning Commission,2023-07-25,2023-08-03,,,
5486,CUP07032023-006560,,"Tino’s Small Engines (Conditional Use Permit - Category II Home Occupation) 238 E. Shelly Louise Dr. [Crescent White Willow, #10]",Planning Item,Passed,Planning Commission,2023-07-25,2023-08-03,2023-08-03,,5486
5487,MSC03202023-006505_2nd,,Interpretation of the term “Mixed Use Development”,Planning Item,Tabled,Planning Commission,2023-07-25,2023-08-03,2023-08-03,,5487
5488,SPR10172022-006421_2nd,,"WHW Engineering Office Building (Revised Site Plan Review) 733 W. 9000 S. St. [Civic Center, Community #2]",Planning Item,Passed,Planning Commission,2023-07-25,2023-08-03,2023-08-03,,5488
5489,23-335,,"Brand Estates Rezone 285 East 11000 South [Crescent, #11]",Ordinance,Passed,Planning Commission,2023-07-25,2023-08-03,2023-08-03,,5489
5490,MSC06142023-006551,,"Sophie Lane (Street Vacation) 285 East 11000 South [Crescent, Community #11]",Resolution,Passed,Planning Commission,2023-07-25,2023-08-03,2023-08-03,,5490
5491,MSC07262023-006573,,"Rainbow Oaks P.U.D. Amended (Public Utility Easement Vacation) 11489 S Oberland Road [Bell Canyon, Community #27]",Planning Item,Passed,Planning Commission,2023-07-27,2023-08-03,2023-08-03,,5491
5492,REZ05082023-6530 (CC 1st),,"Community Development Department presenting the Sanders Road Office Rezone Application (File #REZ05082023-6530), submitted by Robert Herrera on behalf of Latinos In Action, requesting that two parcels (0.55 acres) at 1200 E. Sanders Road be rezoned from the R-1-10 Zone to the PO Zone.",Informational Report,Agenda Ready,City Council,2023-08-01,2023-08-08,,,
5493,23-302,,"Approval of the July 11, 2023 City Council Draft Minutes",Minutes,Consent Agenda,City Council,2023-08-02,2023-08-08,,,
5494,23-303,,"Approval of the July 18, 2023 City Council Draft Meeting Minutes",Minutes,Consent Agenda,City Council,2023-08-02,2023-08-08,,,
5495,23-304,,"Approval of the July 25, 2023 City Council Draft Minutes",Minutes,Consent Agenda,City Council,2023-08-02,2023-08-08,,,
5496,23-305,,City Council adopting a ten year Administrative Department Management Study Schedule,Resolution,Agenda Ready,City Council,2023-08-03,2023-08-08,,,
5497,23-306,,"Possible Closed Session to discuss the purchase, exchange or lease of real property and pending or reasonably imminent litigation",Informational Report,Agenda Ready,City Council,2023-08-03,2023-08-08,,,
5498,23-307,,"Sandy City is proposing to increase its property tax revenue and adopt its final budget. All concerned citizens are invited to a public hearing on the proposed tax increase. (No earlier than 6:00PM) If the proposed budget is approved, Sandy City would increase its property tax budgeted revenue by 14.87% above last year's property tax budgeted revenue excluding eligible new growth. The Sandy City tax on a $628,000 residence would increase from $317.77 to $365.09, which is $47.32 per year. The Sandy City tax on a $628,000 business would increase from $577.76 to $663.80, which is $86.04 per year.",Resolution,Agenda Ready,City Council,2023-08-03,2023-08-22,,,
5499,MSC07262023-006573 (CC),,"Public Utility Easement Vacation (Rainbow Oaks P.U.D. Amended) 11489 S Oberland Road [Bell Canyon, Community #27]",Ordinance,Public Hearing,City Council,2023-08-03,2023-08-29,,,5499
5500,23-309,,Public Utilities recommending Council authorize Mayor to sign grant agreement with Utah Division of Drinking Water for Lead Service Line Inventory,Resolution,Agenda Ready,City Council,2023-08-03,2023-08-08,,,
5501,23-310,,Special Recognition by the Council and Administration of the Sandy Police Explorer Post 9550,Special Recognition,Agenda Ready,City Council,2023-08-03,2023-08-08,,,
5502,23-311,,Public Works Department presenting information on Traffic Calming with a focus on measures being taken on portions of Wasatch Blvd.,Informational Report,Agenda Ready,City Council,2023-08-03,2023-08-08,,,
5503,23-312,,General Citizen Comment Period (No earlier than 6:00 PM),Informational Report,Agenda Ready,City Council,2023-08-04,2023-08-08,,,
5504,SPR09212022-006407,,"Stage Office, LLC.,( DBA, AJ Motion Sports) Storage Building Addition 8238 S. 700 E. [Sandy Woods, Community #3] Presenter: Douglas L. Wheelwright",Planning Item,Passed,Planning Commission,2023-08-07,2023-08-17,2023-08-17,,5504
5505,CUP05092023-006531,,"Stage Office, LLC/Wilde Beach LLC. (DBA AJ Motion Sports) CUP for Storage Use. 8238 S. &00 E. [Sandy Woods, Community #3]",Planning Item,Passed,Planning Commission,2023-08-07,2023-08-17,2023-08-17,,5505
5508,ANEX08022023-006579,,"The Community Development Department is recommending the City Council adopt Resolution #23-40C indicating the intent to annex an unincorporated area located at approximately 3160 E. - 3295 E. Deer Hollow Drive (10 parcels, approximately 11.60 acres), setting a public hearing date to consider such annexation, and directing publication of a hearing notice.",Resolution,Agenda Ready,City Council,2023-08-08,2023-08-29,,,5508
5510,CA07252023-0006572_PC,,"OneTen Apartments (Code Amendment) Amendments to Title 21 of the Land Development Code, Chapter 8 - Land Uses in the Commercial, Office, Industrial, Office, Industrial, Mixed Use, Transit Corridor, and Research and Development District 109 W. 11000 S. [Commercial Area, #9]",Planning Item,Passed,Planning Commission,2023-08-11,2023-08-17,2023-08-17,,5510
5511,SUB03292023-006511,,"Sandy 110 Subdivision (Prelim. Comm. Subdivision Review) 109 W. 11000 S. [Commercial Area, #9]",Planning Item,Passed,Planning Commission,2023-08-11,2023-08-17,2023-08-17,,5511
5512,SPR10242022-006427,,"OneTen Apartments (Preliminary Site Plan Review) 109 W. 11000 S. [Commercial Area, #9]",Planning Item,Passed,Planning Commission,2023-08-11,2023-08-17,2023-08-17,,5512
5513,23-322,,Map,Informational Report,Agenda Ready,Planning Commission,2023-08-11,2023-08-17,,,
5514,23-323,,Minutes,Informational Report,Agenda Ready,Planning Commission,2023-08-11,2023-08-17,,,
5515,CA07282023-0006578,,"Amendment to Title 21, of the Land Development Code to the definition of a ""Transitional Housing Facility""",Planning Item,Passed,Planning Commission,2023-08-15,2023-09-07,2023-09-07,,5515
