ordinance_no,adoption_date,date,title,source_url,retrieved_date,format,extraction_method,path,land_use,result,matched_motion_date,matched_motion_no,match_confidence,kind,date_basis,lu_basis,n_motions,origin,audit_flag
26-06,2026-03-03,2026-03-03,Resolution 26-06 — Supporting America 250,https://www.loganutah.gov/departments/admin/council/26-06%20Supporting%20America%20250.pdf?t=20260304110734117,,na,recorder_listing,,no,4-0 Pass,2026-03-03,2,high,Resolution,council_motion,,5,archive,
26-07,2026-03-17,2026-03-17,Resolution 26-07 — UAMPS Power Pooling Agreement,https://www.loganutah.gov/departments/admin/council/26-07%20UAMPS%20Power%20Pooling%20Agreement.pdf?t=2026031816531249,,na,recorder_listing,,no,5-0 Pass,2026-03-17,2,high,Resolution,council_motion,,5,archive,
26-08,2026-03-17,2026-03-17,Resolution 26-08 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/26-08%20Budget%20Adjustments.pdf?t=20260318115252455,,na,recorder_listing,,no,5-0 Pass,2026-03-17,4,high,Resolution,council_motion,,5,archive,
26-09,2026-05-05,2026-05-05,Resolution 26-09 — Logan 2045 General Plan,https://www.loganutah.gov/departments/admin/council/26-09%20Logan%202045%20General%20Plan.pdf?t=20260506114041114,2026-07-05,scanned,recorder_pdf,raw/res_26-09_Logan_2045_General_Plan.pdf,yes,4-0 Pass,2026-05-05,2,high,Resolution,council_motion,keyword,10,archive,
26-10,2026-04-21,2026-04-21,Resolution 26-10 — CDBG Annual Action Plan 2026,https://www.loganutah.gov/departments/admin/council/26-10%20CDBG%20Annual%20Action%20Plan%202026.pdf?t=20260422113113674,,na,recorder_listing,,no,4-0 Pass,2026-04-21,3,high,Resolution,council_motion,,5,archive,
26-11,2026-04-21,2026-04-21,Resolution 26-11 — Budget Adjustment,https://www.loganutah.gov/departments/admin/council/26-11%20Budget%20Adjustment.pdf?t=20260422113207195,,na,recorder_listing,,no,4-0 Pass,2026-04-21,5,high,Resolution,council_motion,,5,archive,
26-12,2026-05-05,2026-05-05,Resolution 26-12 — Parks and Recreation Fees,https://www.loganutah.gov/departments/admin/council/26-12%20Parks%20and%20Recreation%20Fees.pdf?t=20260506114124033,,na,recorder_listing,,no,4-0 Pass,2026-05-05,3,high,Resolution,council_motion,,5,archive,
26-13,2026-05-05,2026-05-05,Resolution 26-13 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/26-13%20Budget%20Adjustments.pdf?t=20260506114208077,,na,recorder_listing,,no,4-0 Pass,2026-05-05,4,high,Resolution,council_motion,,5,archive,
26-14,2026-05-19,2026-05-19,Resolution 26-14 — Designating Area to Ignition or Use of Fireworks,https://www.loganutah.gov/departments/admin/council/26-14%20Designating%20Area%20to%20Ignition%20or%20Use%20of%20Fireworks.pdf?t=20260520111001642,,na,recorder_listing,,no,4-0 Pass,2026-05-19,3,high,Resolution,council_motion,,5,archive,
26-15,2026-05-19,2026-05-19,Resolution 26-15 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/26-15%20Budget%20Adjustments.pdf?t=20260520111050678,,na,recorder_listing,,no,4-0 Pass,2026-05-19,4,high,Resolution,council_motion,,5,archive,
26-16,,2026-06-17,Resolution 26-16 — Member Contributions to the Utah Retirement Systems FY 2026 2027,https://www.loganutah.gov/departments/admin/council/26-16%20Member%20Contributions%20to%20the%20Utah%20Retirement%20Systems%20FY%202026%202027.pdf?t=20260617113514079,2026-07-05,text,recorder_pdf,raw/res_26-16_Member_Contributions_to_the_Utah_Retirement_Systems_FY_2026_2027.pdf,no,,,,none,Resolution,recorder_posted,,0,archive,adopted_no_vote_row
26-17,,2026-06-17,Resolution 26-17 — Adopting the TENTATIVE Budget for FY 2026 2027,https://www.loganutah.gov/departments/admin/council/26-17%20Adopting%20the%20TENTATIVE%20Budget%20for%20FY%202026%202027.pdf?t=20260617113702378,2026-07-05,text,recorder_pdf,raw/res_26-17_Adopting_the_TENTATIVE_Budget_for_FY_2026_2027.pdf,no,,,,none,Resolution,recorder_posted,,0,archive,adopted_no_vote_row
26-18,,2026-06-17,Resolution 26-18 — Adopting the TENTATIVE Property Tax Rate for FY 2026 2027,https://www.loganutah.gov/departments/admin/council/26-18%20Adopting%20the%20TENTATIVE%20Property%20Tax%20Rate%20for%20FY%202026%202027.pdf?t=20260617113844384,2026-07-05,text,recorder_pdf,raw/res_26-18_Adopting_the_TENTATIVE_Property_Tax_Rate_for_FY_2026_2027.pdf,no,,,,none,Resolution,recorder_posted,,0,archive,adopted_no_vote_row
26-21,,2026-06-17,Resolution 26-21 — RDA Adopting the FINAL RDA Budget for FY 2026 2027,https://www.loganutah.gov/departments/admin/council/26-21%20RDA%20Adopting%20the%20FINAL%20RDA%20Budget%20for%20FY%202026%202027.pdf?t=20260617114038949,2026-07-05,text,recorder_pdf,raw/res_26-21_RDA_Adopting_the_FINAL_RDA_Budget_for_FY_2026_2027.pdf,no,,,,none,Resolution,recorder_posted,,0,archive,adopted_no_vote_row
26-22,2026-06-02,2026-06-02,Resolution 26-22 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/26-22%20Budget%20Adjustments.pdf?t=20260603132401704,,na,recorder_listing,,no,5-0 Pass,2026-06-02,3,high,Resolution,council_motion,,5,archive,
26-23,,2026-06-17,Resolution 26-23 — Budget Adjustments,https://www.loganutah.gov/departments/admin/26-23%20Budget%20Adjustments.pdf?t=20260617114153285,2026-07-05,text,recorder_pdf,raw/res_26-23_Budget_Adjustments.pdf,no,,,,none,Resolution,recorder_posted,,0,archive,adopted_no_vote_row
